ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1600,0.006584149,0.001019833,1.02752117,1,1,0,93,0,5.0
9.6,0.001,0.001,8.19e-07,1600,0.006565847,0.001019382,1.02511774,1,1,0,93,0,5.0
19.2,0.002,0.001,0.000440054,1600,0.006596007,0.001023479,1.025704217,1,1,0,93,0,5.0
28.8,0.003,0.001,0.000808556,1600,0.006704285,0.001035688,1.030252466,1,1,0,93,0,5.0
38.4,0.004,0.001,0.00106057,1600,0.006869117,0.001054322,1.03692609,1,1,0,93,0,5.0
48.0,0.005,0.001,0.001163819,1600,0.007061647,0.001077052,1.043493025,1,1,0,93,0,5.0
57.6,0.006,0.001,0.001109021,1600,0.007260155,0.001101446,1.049065937,1,1,0,93,0,5.0
67.2,0.007,0.001,0.000907225,1600,0.007448477,0.001124962,1.053779674,1,1,0,93,0,5.0
76.8,0.008,0.001,0.000581793,1600,0.007607194,0.00114502,1.057381637,1,1,0,93,0,5.0
86.4,0.009,0.001,0.000168711,1600,0.007720961,0.001159357,1.059922613,1,1,0,93,0,5.0
96.0,0.01,0.001,0.000287632,1600,0.007772584,0.001166307,1.060651272,1,1,0,93,0,5.0
105.6,0.011,0.001,0.000736999,1600,0.007754572,0.001165051,1.059334645,1,1,0,93,0,5.0
115.2,0.012,0.001,0.001129842,1600,0.007668027,0.001155679,1.056006112,1,1,0,93,0,5.0
124.8,0.013,0.001,0.001423376,1600,0.007525201,0.001139279,1.05125519,1,1,0,93,0,5.0
134.4,0.014,0.001,0.001583462,1600,0.007339102,0.001117639,1.045108457,1,1,0,93,0,5.0
144.0,0.015,0.001,0.001591944,1600,0.007133196,0.001093186,1.03850893,1,1,0,93,0,5.0
153.6,0.016,0.001,0.001450072,1600,0.006929201,0.001068598,1.032021452,1,1,0,93,0,5.0
163.2,0.017,0.001,0.001177661,1600,0.006745667,0.00104655,1.025852562,1,1,0,93,0,5.0
172.8,0.018,0.001,0.000805499,1600,0.006599809,0.00102946,1.020333302,1,1,0,93,0,5.0
182.4,0.019,0.001,0.000373761,1600,0.006506205,0.001019185,1.016002551,1,1,0,93,0,5.0
192.0,0.02,0.001,6.96e-05,1600,0.006473319,0.001016793,1.013245499,1,1,0,93,0,5.0
201.6,0.021,0.001,0.000480839,1600,0.006513785,0.001022797,1.013593741,1,1,0,93,0,5.0
211.2,0.022,0.001,0.000814703,1600,0.006623477,0.001036477,1.017059999,1,1,0,93,0,5.0
220.8,0.023,0.001,0.001029046,1600,0.006782173,0.001056107,1.022071364,1,1,0,93,0,5.0
230.4,0.024,0.001,0.001096913,1600,0.006964434,0.001079284,1.026999617,1,1,0,93,0,5.0
240.0,0.025,0.001,0.00101528,1600,0.007154759,0.001103655,1.03176736,1,1,0,93,0,5.0
249.6,0.026,0.001,0.000798015,1600,0.007343697,0.00112676,1.037297841,1,1,0,93,0,5.0
259.2,0.027,0.001,0.000466923,1600,0.0075121,0.001146101,1.043178154,1,1,0,93,0,5.0
268.8,0.028,0.001,5.52e-05,1600,0.007643987,0.00115954,1.04919061,1,1,0,93,0,5.0
278.4,0.029,0.001,0.000395585,1600,0.007716379,0.001165394,1.053806717,1,1,0,93,0,5.0
288.0,0.03,0.001,0.000836186,1600,0.007718421,0.001162939,1.056310398,1,1,0,93,0,5.0
