ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1600,0.007954531,0.001048918,1.206960926,1,1,0,93,0,0.0
9.6,0.001,0.001,8.27e-06,1600,0.007938037,0.00104858,1.204846546,1,1,0,93,0,0.0
19.2,0.002,0.001,1.24e-05,1600,0.007930783,0.001048329,1.204033951,1,1,0,93,0,0.0
28.8,0.003,0.001,9.07e-06,1600,0.007936803,0.001048308,1.204972054,1,1,0,93,0,0.0
38.4,0.004,0.001,9.46e-08,1600,0.007945103,0.001048376,1.206153416,1,1,0,93,0,0.0
48.0,0.005,0.001,7.31e-06,1600,0.007944796,0.001048387,1.206094587,1,1,0,93,0,0.0
57.6,0.006,0.001,7.66e-06,1600,0.007930268,0.001048203,1.204099584,1,1,0,93,0,0.0
67.2,0.007,0.001,4.77e-06,1600,0.007908208,0.001047875,1.20112629,1,1,0,93,0,0.0
76.8,0.008,0.001,2.15e-06,1600,0.007886115,0.001047509,1.198189367,1,1,0,93,0,0.0
86.4,0.009,0.001,4.66e-07,1600,0.007866166,0.00104715,1.195567916,1,1,0,93,0,0.0
96.0,0.01,0.001,6.21e-07,1600,0.007848131,0.001046809,1.193215338,1,1,0,93,0,0.0
105.6,0.011,0.001,1.39e-06,1600,0.007832094,0.001046493,1.191136985,1,1,0,93,0,0.0
115.2,0.012,0.001,1.99e-06,1600,0.007817439,0.001046193,1.189249578,1,1,0,93,0,0.0
124.8,0.013,0.001,2.61e-06,1600,0.007803559,0.001045894,1.187476409,1,1,0,93,0,0.0
134.4,0.014,0.001,3.03e-06,1600,0.007790498,0.001045605,1.185817438,1,1,0,93,0,0.0
144.0,0.015,0.001,2.59e-06,1600,0.007780439,0.001045385,1.184535218,1,1,0,93,0,0.0
153.6,0.016,0.001,4.44e-06,1600,0.007767813,0.001045143,1.182886515,1,1,0,93,0,0.0
163.2,0.017,0.001,1.67e-05,1600,0.007742276,0.001044643,1.179562688,1,1,0,93,0,0.0
172.8,0.018,0.001,3.66e-05,1600,0.007703899,0.001043718,1.174755862,1,1,0,93,0,0.0
182.4,0.019,0.001,5.23e-05,1600,0.007670795,0.001042802,1.170734904,1,1,0,93,0,0.0
192.0,0.02,0.001,5.76e-05,1600,0.007669506,0.0010425,1.170876888,1,1,0,93,0,0.0
201.6,0.021,0.001,5.04e-05,1600,0.007706518,0.001043048,1.175909764,1,1,0,93,0,0.0
211.2,0.022,0.001,3.03e-05,1600,0.007760301,0.001044036,1.18299587,1,1,0,93,0,0.0
220.8,0.023,0.001,4.62e-06,1600,0.007803061,0.001044948,1.188476157,1,1,0,93,0,0.0
230.4,0.024,0.001,1.14e-05,1600,0.007814548,0.001045372,1.189742414,1,1,0,93,0,0.0
240.0,0.025,0.001,1.26e-05,1600,0.007793342,0.001045222,1.1866851,1,1,0,93,0,0.0
249.6,0.026,0.001,7.75e-06,1600,0.007758179,0.00104472,1.181897644,1,1,0,93,0,0.0
