ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.000990295,0,1683,0.015337017,0.001159975,0.002104323,0.001,6.9,0,92.6,0,13.7
10,0.000990295,0.000990295,9.85E-06,1683,0.015302239,0.001160554,0.002098504,0.001,6.9,0,92.6,0,13.7
20,0.00198059,0.000990295,0.00223873,1683,0.015691426,0.001208077,0.002067226,0.001,6.9,0,92.6,0,13.7
30,0.002970885,0.000990295,0.004105612,1683,0.017357468,0.001334445,0.002070169,0.001,6.9,0,92.6,0,13.7
40,0.00396118,0.000990295,0.00540439,1683,0.020063464,0.001525929,0.002092626,0.001,6.9,0,92.6,0,13.7
50,0.004951476,0.000990295,0.005971591,1683,0.023469081,0.001759371,0.002123043,0.001,6.9,0,92.6,0,13.7
60,0.005941771,0.000990295,0.005692903,1683,0.027025461,0.001986347,0.0021654,0.001,6.9,0,92.6,0,13.7
70,0.006932066,0.000990295,0.004514019,1683,0.030278193,0.00218387,0.002206599,0.001,6.9,0,92.6,0,13.7
80,0.007922361,0.000990295,0.002519953,1683,0.03282144,0.002333513,0.002238554,0.001,6.9,0,92.6,0,13.7
90,0.008912656,0.000990295,4.31E-18,1683,0.034239575,0.002418671,0.002253055,0.001,6.9,0,92.6,0,13.7
100,0.009902951,0.000990295,0.002663106,1683,0.034474203,0.002437405,0.002251058,0.001,6.9,0,92.6,0,13.7
110,0.010893246,0.000990295,0.005081622,1683,0.033595574,0.002392224,0.002235118,0.001,6.9,0,92.6,0,13.7
120,0.011883541,0.000990295,0.006938345,1683,0.031808098,0.002289532,0.002211114,0.001,6.9,0,92.6,0,13.7
130,0.012873836,0.000990295,0.008031884,1683,0.029441445,0.002140466,0.002189127,0.001,6.9,0,92.6,0,13.7
140,0.013864132,0.000990295,0.008268244,1683,0.026861795,0.001963745,0.002177058,0.001,6.9,0,92.6,0,13.7
150,0.014854427,0.000990295,0.007636127,1683,0.024029328,0.00176139,0.002171232,0.001,6.9,0,92.6,0,13.7
160,0.015844722,0.000990295,0.006135058,1683,0.021105521,0.001542359,0.002177863,0.001,6.9,0,92.6,0,13.7
170,0.016835017,0.000990295,0.003912233,1683,0.01858517,0.001341397,0.002205106,0.001,6.9,0,92.6,0,13.7
180,0.017825312,0.000990295,0.001218495,1683,0.01707108,0.001190573,0.00228205,0.001,6.9,0,92.6,0,13.7
190,0.018815607,0.000990295,0.001441322,1683,0.016700722,0.001122654,0.002367605,0.001,6.9,0,92.6,0,13.7
200,0.019805902,0.000990295,0.003146453,1683,0.016707332,0.001163775,0.002284853,0.001,6.9,0,92.6,0,13.7
210,0.020796197,0.000990295,0.003369864,1683,0.016278666,0.001315045,0.001970145,0.001,6.9,0,92.6,0,13.7
220,0.021786492,0.000990295,0.003696035,1683,0.017708543,0.001499754,0.001879243,0.001,6.9,0,92.6,0,13.7
230,0.022776787,0.000990295,0.0041884,1683,0.020341071,0.00169649,0.001908282,0.001,6.9,0,92.6,0,13.7
240,0.023767083,0.000990295,0.00434047,1683,0.02355054,0.00189591,0.001976985,0.001,6.9,0,92.6,0,13.7
250,0.024757378,0.000990295,0.003734173,1683,0.027035467,0.002088404,0.002060343,0.001,6.9,0,92.6,0,13.7
260,0.025747673,0.000990295,0.002239608,1683,0.030509245,0.002266149,0.002142709,0.001,6.9,0,92.6,0,13.7
270,0.026737968,0.000990295,2.26E-17,1683,0.032865136,0.002384378,0.002193717,0.001,6.9,0,92.6,0,13.7
280,0.027728263,0.000990295,0.002557464,1683,0.033836609,0.002432352,0.002214015,0.001,6.9,0,92.6,0,13.7
290,0.028718558,0.000990295,0.004991161,1683,0.033615278,0.002409909,0.002220017,0.001,6.9,0,92.6,0,13.7
300,0.029708853,0.000990295,0.006936455,1683,0.032309779,0.002318318,0.0022181,0.001,6.9,0,92.6,0,13.7
310,0.030699148,0.000990295,0.008084979,1683,0.030201035,0.002171531,0.002213482,0.001,6.9,0,92.6,0,13.7
320,0.031689443,0.000990295,0.008262693,1683,0.027571764,0.001993536,0.002201205,0.001,6.9,0,92.6,0,13.7
330,0.032679739,0.000990295,0.007522246,1683,0.024421515,0.001753411,0.00221671,0.001,6.9,0,92.6,0,13.7
340,0.033670034,0.000990295,0.005835766,1683,0.021584148,0.0015158,0.002266278,0.001,6.9,0,92.6,0,13.7
350,0.034660329,0.000990295,0.003418261,1683,0.019447038,0.001307094,0.002367918,0.001,6.9,0,92.6,0,13.7
360,0.035650624,0.000990295,0,1683,0.018407202,0.001153944,0.00253877,0.001,6.9,0,92.6,0,13.7
370,0.036640919,0.000990295,0.002286406,1683,0.018510331,0.001095216,0.002689891,0.001,6.9,0,92.6,0,13.7
380,0.037631214,0.000990295,0.004099663,1683,0.018726408,0.00116902,0.002549487,0.001,6.9,0,92.6,0,13.7
390,0.038621509,0.000990295,0.004079805,1683,0.017682068,0.001324669,0.002124447,0.001,6.9,0,92.6,0,13.7
400,0.039611804,0.000990295,0.004234719,1683,0.018646538,0.001532325,0.001936723,0.001,6.9,0,92.6,0,13.7
410,0.040602099,0.000990295,0.004687308,1683,0.021609298,0.001750996,0.001964155,0.001,6.9,0,92.6,0,13.7
420,0.041592395,0.000990295,0.004684583,1683,0.024907188,0.001948425,0.002034517,0.001,6.9,0,92.6,0,13.7
430,0.04258269,0.000990295,0.003906818,1683,0.028080549,0.002126666,0.002101486,0.001,6.9,0,92.6,0,13.7
440,0.043572985,0.000990295,0.002285155,1683,0.031054908,0.002286239,0.002161866,0.001,6.9,0,92.6,0,13.7
450,0.04456328,0.000990295,4.21E-17,1683,0.033075575,0.002393559,0.002199294,0.001,6.9,0,92.6,0,13.7
460,0.045553575,0.000990295,0.002564959,1683,0.033946937,0.002437659,0.002216398,0.001,6.9,0,92.6,0,13.7
470,0.04654387,0.000990295,0.00499861,1683,0.033696288,0.002413279,0.002222259,0.001,6.9,0,92.6,0,13.7
480,0.047534165,0.000990295,0.00693472,1683,0.032356792,0.002320989,0.002218772,0.001,6.9,0,92.6,0,13.7
