ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.000939496,0,1774,0.0134781,0.001280913,0.00167467,0.001,5,1.5,89.5,0,2.9
10,0.000939496,0.000939496,1.49E-06,1774,0.013456373,0.001280984,0.001671878,0.001,5,1.5,89.5,0,2.9
20,0.001878993,0.000939496,0.000524943,1774,0.013402476,0.001282895,0.001662701,0.001,5,1.5,89.5,0,2.9
30,0.002818489,0.000939496,0.000985404,1774,0.013485523,0.001288809,0.001665327,0.001,5,1.5,89.5,0,2.9
40,0.003757986,0.000939496,0.001300761,1774,0.013639197,0.001297891,0.001672517,0.001,5,1.5,89.5,0,2.9
50,0.004697482,0.000939496,0.001411383,1774,0.013807278,0.001308217,0.001679764,0.001,5,1.5,89.5,0,2.9
60,0.005636979,0.000939496,0.001307393,1774,0.01396961,0.00131852,0.001686233,0.001,5,1.5,89.5,0,2.9
70,0.006576475,0.000939496,0.001007207,1774,0.014100295,0.001327343,0.001690694,0.001,5,1.5,89.5,0,2.9
80,0.007515971,0.000939496,0.000551645,1774,0.014191506,0.00133386,0.001693317,0.001,5,1.5,89.5,0,2.9
90,0.008455468,0.000939496,9.34E-19,1774,0.014239618,0.001337097,0.001694944,0.001,5,1.5,89.5,0,2.9
100,0.009394964,0.000939496,0.000577646,1774,0.014243333,0.001337085,0.001695402,0.001,5,1.5,89.5,0,2.9
110,0.010334461,0.000939496,0.001107715,1774,0.014181931,0.001332687,0.001693664,0.001,5,1.5,89.5,0,2.9
120,0.011273957,0.000939496,0.001523094,1774,0.014076486,0.001324636,0.001691289,0.001,5,1.5,89.5,0,2.9
130,0.012213454,0.000939496,0.001757713,1774,0.013932353,0.001312723,0.001689162,0.001,5,1.5,89.5,0,2.9
140,0.01315295,0.000939496,0.001766761,1774,0.013738709,0.001298164,0.001684366,0.001,5,1.5,89.5,0,2.9
150,0.014092446,0.000939496,0.001535657,1774,0.013495712,0.001282143,0.001675249,0.001,5,1.5,89.5,0,2.9
160,0.015031943,0.000939496,0.001046433,1774,0.013229058,0.001266229,0.001662787,0.001,5,1.5,89.5,0,2.9
170,0.015971439,0.000939496,0.000362556,1774,0.013029142,0.001252862,0.001655133,0.001,5,1.5,89.5,0,2.9
180,0.016910936,0.000939496,0.000449614,1774,0.013019569,0.001244731,0.00166472,0.001,5,1.5,89.5,0,2.9
190,0.017850432,0.000939496,0.001349024,1774,0.013223837,0.001242356,0.001694071,0.001,5,1.5,89.5,0,2.9
200,0.018789929,0.000939496,0.002152893,1774,0.013582641,0.001244641,0.001736842,0.001,5,1.5,89.5,0,2.9
210,0.019729425,0.000939496,0.002732693,1774,0.0139698,0.001249721,0.001779087,0.001,5,1.5,89.5,0,2.9
220,0.020668921,0.000939496,0.002944637,1774,0.014260141,0.001257809,0.001804385,0.001,5,1.5,89.5,0,2.9
230,0.021608418,0.000939496,0.00278571,1774,0.014406265,0.001268127,0.001808043,0.001,5,1.5,89.5,0,2.9
240,0.022547914,0.000939496,0.002296234,1774,0.014371712,0.001278672,0.001788832,0.001,5,1.5,89.5,0,2.9
250,0.023487411,0.000939496,0.001593058,1774,0.014180543,0.001288687,0.00175132,0.001,5,1.5,89.5,0,2.9
260,0.024426907,0.000939496,0.00081407,1774,0.013933153,0.001293448,0.001714433,0.001,5,1.5,89.5,0,2.9
270,0.025366404,0.000939496,1.98E-17,1774,0.013660691,0.00129371,0.001680567,0.001,5,1.5,89.5,0,2.9
280,0.0263059,0.000939496,0.000785148,1774,0.013364152,0.001288791,0.001650362,0.001,5,1.5,89.5,0,2.9
290,0.027245396,0.000939496,0.0014906,1774,0.013051786,0.001278546,0.001624701,0.001,5,1.5,89.5,0,2.9
300,0.028184893,0.000939496,0.002063573,1774,0.012689579,0.001263298,0.00159868,0.001,5,1.5,89.5,0,2.9
310,0.029124389,0.000939496,0.002447184,1774,0.012287716,0.001246362,0.001569088,0.001,5,1.5,89.5,0,2.9
320,0.030063886,0.000939496,0.002605323,1774,0.011912158,0.001227588,0.001544393,0.001,5,1.5,89.5,0,2.9
330,0.031003382,0.000939496,0.002492049,1774,0.011535369,0.001210336,0.001516861,0.001,5,1.5,89.5,0,2.9
340,0.031942879,0.000939496,0.002142288,1774,0.011135478,0.001193655,0.001484739,0.001,5,1.5,89.5,0,2.9
350,0.032882375,0.000939496,0.001623804,1774,0.010864508,0.00118059,0.001464641,0.001,5,1.5,89.5,0,2.9
360,0.033821871,0.000939496,0.000946467,1774,0.010750583,0.001172537,0.001459236,0.001,5,1.5,89.5,0,2.9
370,0.034761368,0.000939496,1.73E-05,1774,0.011029048,0.001174868,0.001494064,0.001,5,1.5,89.5,0,2.9
380,0.035700864,0.000939496,0.001197768,1774,0.011843751,0.001188747,0.001585696,0.001,5,1.5,89.5,0,2.9
