T,CL,CD,Lift(N),Drag(N),Vinf,alpha(eff),vVehicle_x,vVehicle_y,vVehicle_z,phi,theta,psi 
0.003,3.39166344800608,-0.14301006214092454,3.39166344800608,-0.14301006214092454,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004,3.3775542560578447,-0.14151412641792038,3.3775542560578447,-0.14151412641792038,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,3.365029481170793,-0.1402307385596746,3.365029481170793,-0.1402307385596746,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,3.352427902867631,-0.1388364547866355,3.352427902867631,-0.1388364547866355,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007,3.342061934308607,-0.1377199364142708,3.342061934308607,-0.1377199364142708,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008,3.333546586365272,-0.13676612252410475,3.333546586365272,-0.13676612252410475,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009000000000000001,3.3267833574163066,-0.13594096589215066,3.3267833574163066,-0.13594096589215066,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010000000000000002,3.320731195652906,-0.13512042615557296,3.320731195652906,-0.13512042615557296,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011000000000000003,3.3154803432224784,-0.13431516670380683,3.3154803432224784,-0.13431516670380683,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012000000000000004,3.3098275288724817,-0.13338263388493715,3.3098275288724817,-0.13338263388493715,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000005,3.3030480125557826,-0.13226126528177687,3.3030480125557826,-0.13226126528177687,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014000000000000005,3.294579898150532,-0.13088842618626045,3.294579898150532,-0.13088842618626045,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015000000000000006,3.284873771226453,-0.12937856655510452,3.284873771226453,-0.12937856655510452,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016000000000000007,3.2736200130663953,-0.12769210562491712,3.2736200130663953,-0.12769210562491712,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017000000000000008,3.261265659680007,-0.12601301775387033,3.261265659680007,-0.12601301775387033,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01800000000000001,3.2474956670046238,-0.12432537607266823,3.2474956670046238,-0.12432537607266823,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01900000000000001,3.2340124993380264,-0.1227965055468957,3.2340124993380264,-0.1227965055468957,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02000000000000001,3.2222524076984564,-0.12157410487951915,3.2222524076984564,-0.12157410487951915,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02100000000000001,3.210635841675663,-0.12037404486513832,3.210635841675663,-0.12037404486513832,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022000000000000013,3.199520948323392,-0.11928383439449558,3.199520948323392,-0.11928383439449558,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023000000000000013,3.189634942405349,-0.1183510953103669,3.189634942405349,-0.1183510953103669,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024000000000000014,3.1810728421951135,-0.11744258464757713,3.1810728421951135,-0.11744258464757713,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025000000000000015,3.1740374049383937,-0.11657790910129778,3.1740374049383937,-0.11657790910129778,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026000000000000016,3.1667854507400164,-0.11559701521901525,3.1667854507400164,-0.11559701521901525,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027000000000000017,3.1590720838108926,-0.11448038843950918,3.1590720838108926,-0.11448038843950918,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028000000000000018,3.15037198535477,-0.11308639238075907,3.15037198535477,-0.11308639238075907,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02900000000000002,3.139331324413169,-0.11129169056627398,3.139331324413169,-0.11129169056627398,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03000000000000002,3.125659907274676,-0.10915104627729796,3.125659907274676,-0.10915104627729796,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03100000000000002,3.1094065012117085,-0.10662835040505256,3.1094065012117085,-0.10662835040505256,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03200000000000002,3.095195354545653,-0.10454308411326152,3.095195354545653,-0.10454308411326152,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03300000000000002,3.081433458272739,-0.10268138313355683,3.081433458272739,-0.10268138313355683,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03400000000000002,3.0665372292039867,-0.10077506417989777,3.0665372292039867,-0.10077506417989777,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035000000000000024,3.0514403683835836,-0.09889070459567592,3.0514403683835836,-0.09889070459567592,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036000000000000025,3.0360938539606654,-0.09715466836901851,3.0360938539606654,-0.09715466836901851,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.037000000000000026,3.020842512812158,-0.09539565046628856,3.020842512812158,-0.09539565046628856,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
