ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1600.0,0.0046259018915512,0.0009652570756756,0.7627347893649661,1.0,1.0,0.0,93.0,0.0,12.0
9.6,0.001,0.001,1.190395179187856e-06,1600.0,0.0046201532855287,0.0009651275618891,0.7618891660236645,1.0,1.0,0.0,93.0,0.0,12.0
19.2,0.002,0.001,0.0009246582735629,1600.0,0.0048373796233844,0.0009893854412122,0.7781526254624597,1.0,1.0,0.0,93.0,0.0,12.0
28.8,0.003,0.001,0.0016858032647913,1600.0,0.005443752789009,0.0010585880869615,0.8184488149946044,1.0,1.0,0.0,93.0,0.0,12.0
38.4,0.004,0.001,0.0021970130926876,1600.0,0.0063831259725189,0.0011663303745894,0.8710276890990489,1.0,1.0,0.0,93.0,0.0,12.0
48.0,0.005,0.001,0.0024216930122125,1600.0,0.0074469619644692,0.0012927075663653,0.9168514507848552,1.0,1.0,0.0,93.0,0.0,12.0
57.6,0.006,0.001,0.002331801052135,1600.0,0.0085181370454975,0.0014222399827752,0.9532172018394124,1.0,1.0,0.0,93.0,0.0,12.0
67.2,0.007,0.001,0.0019287806089628,1600.0,0.0095038107203226,0.0015424785647525,0.9806155423571744,1.0,1.0,0.0,93.0,0.0,12.0
76.8,0.008,0.001,0.0012487446076374,1600.0,0.0103123371457744,0.0016407119977172,1.0003336562807226,1.0,1.0,0.0,93.0,0.0,12.0
86.4,0.009,0.001,0.0003643165944346,1600.0,0.0108749558643993,0.0017093562855331,1.0125466506741043,1.0,1.0,0.0,93.0,0.0,12.0
96.0,0.01,0.001,0.000622928268735,1600.0,0.0111465416509263,0.0017424769406399,1.0181065589729603,1.0,1.0,0.0,93.0,0.0,12.0
105.60000000000004,0.011,0.001,0.0015968090832824,1600.0,0.0111079505518682,0.0017377302041789,1.017353115977793,1.0,1.0,0.0,93.0,0.0,12.0
115.20000000000005,0.012,0.001,0.0024412203707563,1600.0,0.0107598772906492,0.0016955343171643,1.009998818975903,1.0,1.0,0.0,93.0,0.0,12.0
124.80000000000004,0.013,0.001,0.0030559431216641,1600.0,0.0101320173435866,0.0016186816658016,0.9962185139880316,1.0,1.0,0.0,93.0,0.0,12.0
134.40000000000003,0.014,0.001,0.0033718560287599,1600.0,0.0092777930114182,0.0015147424512329,0.9748235533696128,1.0,1.0,0.0,93.0,0.0,12.0
144.00000000000006,0.015,0.001,0.00335660556245,1600.0,0.0082716585721856,0.0013910551835958,0.9463861425890774,1.0,1.0,0.0,93.0,0.0,12.0
153.60000000000005,0.016,0.001,0.0030176315095177,1600.0,0.0072115934162679,0.0012620173197348,0.909465125256106,1.0,1.0,0.0,93.0,0.0,12.0
163.20000000000007,0.017,0.001,0.0024112298697715,1600.0,0.0061836191972215,0.001138648900784,0.8643169643935511,1.0,1.0,0.0,93.0,0.0,12.0
172.8000000000001,0.018,0.001,0.0016114224158444,1600.0,0.0053265696246252,0.0010391128990342,0.8158400172590736,1.0,1.0,0.0,93.0,0.0,12.0
182.4000000000001,0.019,0.001,0.0006977526396938,1600.0,0.0048036523919818,0.0009798127586458,0.7802766562621254,1.0,1.0,0.0,93.0,0.0,12.0
192.00000000000009,0.02,0.001,0.0002038238685878,1600.0,0.0046166991054844,0.0009648800164558,0.761514873221965,1.0,1.0,0.0,93.0,0.0,12.0
201.6000000000001,0.021,0.001,0.0009922084253383,1600.0,0.0047832060367237,0.0009964265892166,0.7640009738901373,1.0,1.0,0.0,93.0,0.0,12.0
211.20000000000013,0.022,0.001,0.0016456328760724,1600.0,0.0053684045644732,0.0010734441521246,0.795950232959888,1.0,1.0,0.0,93.0,0.0,12.0
220.80000000000013,0.023,0.001,0.0021037738662049,1600.0,0.0063326807127857,0.0011884337752081,0.8480720251206848,1.0,1.0,0.0,93.0,0.0,12.0
230.40000000000012,0.024,0.001,0.0023058399647024,1600.0,0.0074490331358375,0.0013184519350377,0.8991988356328895,1.0,1.0,0.0,93.0,0.0,12.0
240.0000000000001,0.025,0.001,0.0021986297384382,1600.0,0.0086009551893079,0.0014500074355702,0.9440534580099847,1.0,1.0,0.0,93.0,0.0,12.0
249.6000000000002,0.026,0.001,0.0017715948160038,1600.0,0.0096773617623746,0.0015689912319791,0.9816498200742816,1.0,1.0,0.0,93.0,0.0,12.0
259.20000000000016,0.027,0.001,0.001052491236625,1600.0,0.0105585880732997,0.0016642261192159,1.009749495296026,1.0,1.0,0.0,93.0,0.0,12.0
268.8000000000002,0.028,0.001,0.0001246199169875,1600.0,0.0111311762702046,0.0017261738204888,1.0263055231184777,1.0,1.0,0.0,93.0,0.0,12.0
278.4000000000002,0.029,0.001,0.0008868188315741,1600.0,0.0113551495053784,0.0017504587667604,1.032431158988744,1.0,1.0,0.0,93.0,0.0,12.0
288.00000000000017,0.03,0.001,0.0018530160489506,1600.0,0.0112327563168145,0.0017358024812278,1.0299263376459358,1.0,1.0,0.0,93.0,0.0,12.0
297.6000000000002,0.031,0.001,0.0026563774945561,1600.0,0.0107928023219975,0.0016840358201689,1.020006711726153,1.0,1.0,0.0,93.0,0.0,12.0
307.2000000000002,0.032,0.001,0.0032055240340195,1600.0,0.0100822408750792,0.001598862433702,1.0036125928586377,1.0,1.0,0.0,93.0,0.0,12.0
316.8000000000002,0.033,0.001,0.003438190903095,1600.0,0.0091658296734396,0.0014886550473272,0.9799362872449688,1.0,1.0,0.0,93.0,0.0,12.0
