T,CL,CD,Lift(N),Drag(N),Vinf,alpha(eff),vVehicle_x,vVehicle_y,vVehicle_z,phi,theta,psi 
0.008374528301886792,0.4586567529647583,0.05554380467103332,2.13265548943505,0.258266773943889,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.011166037735849057,0.2656373853702341,0.03895148024963079,1.2351568453905064,0.18111602552242131,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.013957547169811322,0.2847193639606361,0.040752331205033264,1.3238839515042797,0.1894895960648102,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.016749056603773585,0.2822171717232314,0.040575019379311406,1.312249294484125,0.18866513412017916,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.019540566037735848,0.32402679136143736,0.044537180718859724,1.5066550549057154,0.20708833420650674,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.02233207547169811,0.35214132846674695,0.047374288408723264,1.6373816200396445,0.22028027621934085,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.025123584905660374,0.3888716354303057,0.051045229974650906,1.8081696663686753,0.23734936684400768,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.027915094339622637,0.4187188429924256,0.05411679562826836,1.9469527773557131,0.25163148808174024,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.0307066037735849,0.44855071514370665,0.05714627675482145,2.085664581972798,0.26571792529850513,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.03349811320754716,0.47627051534589676,0.05999968099853917,2.214555705204087,0.27898564279008525,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.03628962264150943,0.5027527062045566,0.06273575679241046,2.337692210536054,0.2917078081645005,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.039081132075471696,0.5279901062389449,0.06535983830903426,2.4550407056241492,0.30390922417980726,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.04187264150943396,0.552257487524005,0.06789324577047737,2.5678788216602895,0.31568902529403503,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.04466415094339623,0.5713416103517434,0.06983078908870423,2.656615898017598,0.3246981859941114,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.047455660377358495,0.5939757381345615,0.07212396735511502,2.761859735707938,0.33536097289630246,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.05024716981132076,0.6116315969233681,0.0739407618072405,2.843955690740201,0.3438086772775313,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.05303867924528303,0.6288086576766282,0.07563387855876179,2.923825337640645,0.3516813068879008,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.055830188679245295,0.646030131761633,0.07734928415749164,3.00390149700414,0.35965757485537564,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.05862169811320756,0.6614195635356686,0.0788772288273347,3.0754590527144443,0.36676218972614855,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.06141320754716983,0.6772073837892392,0.08043564248174495,3.1488690293742194,0.37400847883757027,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.06420471698113209,0.691834515246385,0.08189200357065965,3.2168820521742285,0.38078024541638306,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.06699622641509435,0.7059931652945652,0.08328700599422652,3.2827167369424295,0.3872667073667725,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.06978773584905662,0.7199399270644263,0.08466428219912908,3.347566186680331,0.39367074620380543,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.07257924528301889,0.7320329145099719,0.08584025873160495,3.403795983565919,0.39913878475599074,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.07537075471698115,0.7443784928260156,0.0870230135265247,3.4612002738020733,0.40463834077415983,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.07816226415094342,0.7555579645683911,0.0880918065161845,3.513182418676746,0.40960799885012594,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.08095377358490569,0.7666327931106671,0.08913517751694314,3.564677995123762,0.4144594501323797,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.08374528301886795,0.7770130789287575,0.09010859511729835,3.6129440969281243,0.4189856331123341,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.08653679245283022,0.7872350615643737,0.09105673680712074,3.6604741229003612,0.42339428853164573,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.08932830188679249,0.7968652972892871,0.091945354165169,3.705252652706218,0.42752616858006726,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.09211981132075475,0.8061939282929242,0.09278426449153233,3.748628785272066,0.431426921596561,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.09491132075471702,0.8156109540303179,0.09363826557629303,3.7924159343834343,0.4353978434016485,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.09770283018867928,0.8243474970326311,0.09443062855164508,3.8330389847847006,0.4390821612233889,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
0.10049433962264155,0.8337022653150586,0.0952702265810342,3.8765366500887697,0.44298611191139536,5.300000000000006,13.6,0.0,0.0,0.0,0.0,0.0,0.0
