ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.001619695,0,1029,-0.004698904,0.001136175,-0.00065822,0.001,0.4,-1.2,88,0,6.3
10,0.001619695,0.001619695,1.96E-07,1029,-0.004772404,0.001143949,-0.000663973,0.001,0.4,-1.2,88,0,6.3
20,0.003239391,0.001619695,0.000332231,1029,-0.005224996,0.001176199,-0.00070701,0.001,0.4,-1.2,88,0,6.3
30,0.004859086,0.001619695,0.0005868,1029,-0.006231159,0.001243672,-0.000797413,0.001,0.4,-1.2,88,0,6.3
40,0.006478782,0.001619695,0.000734277,1029,-0.007557596,0.00134641,-0.00089336,0.001,0.4,-1.2,88,0,6.3
50,0.008098477,0.001619695,0.000762037,1029,-0.009233443,0.001477308,-0.000994748,0.001,0.4,-1.2,88,0,6.3
60,0.009718173,0.001619695,0.000674827,1029,-0.011181451,0.001620531,-0.001098149,0.001,0.4,-1.2,88,0,6.3
70,0.011337868,0.001619695,0.000500028,1029,-0.013017399,0.001767714,-0.001172013,0.001,0.4,-1.2,88,0,6.3
80,0.012957564,0.001619695,0.000264404,1029,-0.014277972,0.001899198,-0.00119651,0.001,0.4,-1.2,88,0,6.3
90,0.014577259,0.001619695,4.32E-19,1029,-0.014892375,0.001988355,-0.001192038,0.001,0.4,-1.2,88,0,6.3
100,0.016196955,0.001619695,0.000256295,1029,-0.014839662,0.002029865,-0.001163528,0.001,0.4,-1.2,88,0,6.3
110,0.01781665,0.001619695,0.00047018,1029,-0.014082399,0.002024937,-0.001106841,0.001,0.4,-1.2,88,0,6.3
120,0.019436346,0.001619695,0.000609567,1029,-0.012695556,0.001973478,-0.001023857,0.001,0.4,-1.2,88,0,6.3
130,0.021056041,0.001619695,0.000649824,1029,-0.010681144,0.001877708,-0.000905336,0.001,0.4,-1.2,88,0,6.3
140,0.022675737,0.001619695,0.000603802,1029,-0.008209253,0.00176214,-0.000741453,0.001,0.4,-1.2,88,0,6.3
150,0.024295432,0.001619695,0.000483511,1029,-0.005758272,0.001621566,-0.000565168,0.001,0.4,-1.2,88,0,6.3
160,0.025915128,0.001619695,0.000343224,1029,-0.003673292,0.001482437,-0.000394366,0.001,0.4,-1.2,88,0,6.3
170,0.027534823,0.001619695,0.000206013,1029,-0.002302218,0.001358143,-0.000269787,0.001,0.4,-1.2,88,0,6.3
180,0.029154519,0.001619695,6.09E-05,1029,-0.001685532,0.001268821,-0.000211425,0.001,0.4,-1.2,88,0,6.3
190,0.030774214,0.001619695,7.92E-05,1029,-0.001576195,0.001226016,-0.000204613,0.001,0.4,-1.2,88,0,6.3
