ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,2000.0,0.0071958112679788,0.000997483208989,1.1481385576564291,1.0,1.0,0.0,93.0,0.0,5.0
12.0,0.001,0.001,2.4912581735227896e-06,2000.0,0.0071752837298298,0.0009969954172543,1.1454233930525353,1.0,1.0,0.0,93.0,0.0,5.0
24.0,0.002,0.001,0.0006864244982586,2000.0,0.0071989152806946,0.0010009244919238,1.1446847000617837,1.0,1.0,0.0,93.0,0.0,5.0
36.0,0.003,0.001,0.0011955957679716,2000.0,0.0072879156844025,0.0010123994034564,1.1457017873080442,1.0,1.0,0.0,93.0,0.0,5.0
48.0,0.004,0.001,0.0014309808168301,2000.0,0.0074171257326194,0.0010291022752337,1.1470893149199923,1.0,1.0,0.0,93.0,0.0,5.0
60.0,0.005,0.001,0.0013474417417688,2000.0,0.0075548547587991,0.0010479780999547,1.147345044000558,1.0,1.0,0.0,93.0,0.0,5.0
72.0,0.006,0.001,0.0009656881888552,2000.0,0.0076771331490949,0.0010658195886772,1.1463982295254096,1.0,1.0,0.0,93.0,0.0,5.0
84.0,0.007,0.001,0.0003574294904915,2000.0,0.0077681495764539,0.0010796777122508,1.145100421858703,1.0,1.0,0.0,93.0,0.0,5.0
96.0,0.008,0.001,0.0003730099273382,2000.0,0.0078122085393471,0.0010871058977388,1.1437262994230444,1.0,1.0,0.0,93.0,0.0,5.0
108.0,0.009,0.001,0.0011015620362557,2000.0,0.007798466195145,0.0010867426842888,1.142095973072599,1.0,1.0,0.0,93.0,0.0,5.0
120.0,0.01,0.001,0.0017037165620053,2000.0,0.0077267609474767,0.001078576364714,1.1401623835937933,1.0,1.0,0.0,93.0,0.0,5.0
132.00000000000003,0.011,0.001,0.0020761676052409,2000.0,0.0076090465870261,0.0010639982067046,1.138176144386991,1.0,1.0,0.0,93.0,0.0,5.0
144.00000000000003,0.012,0.001,0.0021534170463529,2000.0,0.0074669800166055,0.00104555451483,1.136628231961976,1.0,1.0,0.0,93.0,0.0,5.0
156.00000000000006,0.013,0.001,0.0019267683438926,2000.0,0.0073215048916572,0.0010263814438184,1.135302768183038,1.0,1.0,0.0,93.0,0.0,5.0
168.00000000000006,0.014,0.001,0.0014443331726995,2000.0,0.0071936570929037,0.0010097042484634,1.1339024144802925,1.0,1.0,0.0,93.0,0.0,5.0
180.00000000000006,0.015,0.001,0.0007838633462502,2000.0,0.0071052123324969,0.0009984172066531,1.132622371588652,1.0,1.0,0.0,93.0,0.0,5.0
192.00000000000009,0.016,0.001,4.9068603747832746e-05,2000.0,0.0070780135061221,0.0009946174961758,1.13259704469485,1.0,1.0,0.0,93.0,0.0,5.0
204.00000000000009,0.017,0.001,0.0006309135646584,2000.0,0.0071157112764695,0.0009988742513637,1.1337769711439645,1.0,1.0,0.0,93.0,0.0,5.0
216.00000000000009,0.018,0.001,0.0011336205302802,2000.0,0.0072055818972195,0.0010102848573589,1.13512933351673,1.0,1.0,0.0,93.0,0.0,5.0
228.0000000000001,0.019,0.001,0.001364621089764,2000.0,0.0073221520670885,0.0010265988766682,1.135162644371632,1.0,1.0,0.0,93.0,0.0,5.0
240.0000000000001,0.02,0.001,0.0012871655492154,2000.0,0.0074426660022333,0.0010450129422225,1.1335142716205078,1.0,1.0,0.0,93.0,0.0,5.0
252.0000000000001,0.021,0.001,0.000925939028581,2000.0,0.0075557518552329,0.0010626078279326,1.131683039523267,1.0,1.0,0.0,93.0,0.0,5.0
264.00000000000017,0.022,0.001,0.0003449833432081,2000.0,0.0076517654178801,0.001076549009381,1.1312223401100865,1.0,1.0,0.0,93.0,0.0,5.0
