Airfoil,Relative L2 Norm Cd (%),R² Cd
fx74cl5140,32.70923723133609,-0.36715054227542865
e326,21.112451391260272,-0.806974473245885
naca633218,11.027628162902577,0.6132746679837628
e342,8.807045672806812,0.1355312956526289
s3002,27.613649711390387,0.32190707719343215
p51droot,13.71287689410749,0.7592911042900925
e583,19.377376619133546,0.12577722636219357
rc10b3,9.532561924023513,0.9266709157481223
s1048,14.657654610814644,0.7699065783064183
hq209,20.33156891945853,0.8077000926939252
rc08b3,10.005309546528261,0.9418347203398594
e221,22.0726651755104,0.6841550889095377
e580,27.0776728894386,0.06984197449717355
fx05191,29.085229504664177,0.5845286804306391
sa7024,15.424725085393455,0.9069444217536015
ah93k131,20.551586102474662,0.7607423437462015
mh93,18.728277261513526,0.082392154500741
npl9510,9.999968333679496,0.9376598955823356
fx84w127,25.807203018713537,0.5560687979384338
s9032,22.845163794214585,0.6269164299578271
oaf095,12.527739208388269,0.8968669984008729
e479,18.038777417863837,-0.7559297918387327
e343,11.376570893295648,-0.06231026312035226
e639,38.0913467648694,-7.4658441507536555
mh32,29.074338002817985,0.6084351966621799
sd5060,31.149476789830686,0.1916589238284706
fx75141,19.560247716127936,0.7483530969704935
naca65210,15.65418153399423,0.9147331412173794
e793,34.52123993737014,-3.431049364389299
Mean,20.36116448668699,0.03730800818424032
