Airfoil,Relative L2 Norm Cd (%),R² Cd
fx74cl5140,27.298967750248227,0.04771277840605315
e326,6.631365249541578,0.8217290452922319
naca633218,17.753806753884156,-0.0023545590792231064
e342,13.275163757217168,-0.9641224174891949
s3002,16.471532851333418,0.758726500992967
p51droot,5.595979515635227,0.9599145080150888
e583,8.750753834487139,0.8217115993685216
rc10b3,9.370495407674134,0.9291431085618461
s1048,9.083675113549381,0.9116313092849
hq209,15.372617324118288,0.8900657744085247
rc08b3,10.978067543130244,0.9299747676513511
e221,12.276231054302581,0.902300027685683
e580,13.072639649763579,0.7831993187853304
fx05191,24.086354521229435,0.7150699804436513
sa7024,7.943161030946921,0.9753228908766088
ah93k131,23.774786932007416,0.6798095154760447
mh93,14.027878718093767,0.4851917921209611
npl9510,19.161828820813078,0.7711008456723993
fx84w127,9.500527147101181,0.9398370392444371
s9032,25.20728921346697,0.5457762274378705
oaf095,9.264771482438679,0.94359447143502
e479,15.346385824660965,-0.27088183708300617
e343,19.486943165123364,-2.1168511282277787
e639,33.499271027030574,-5.547693268638608
mh32,16.85773738609249,0.868361615047923
sd5060,20.382460110165223,0.6538962238453553
fx75141,5.215229505832062,0.9821108486168292
naca65210,12.73614175731231,0.9435589218932598
e793,18.29693576160838,-0.24477409684265616
Mean,15.197206834786476,0.31424351045525484
