ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1800.0,0.0072266022396791,0.0010081082513799,1.1408987741440684,1.0,1.0,0.0,93.0,0.0,5.0
10.8,0.001,0.001,1.715028754699366e-06,1800.0,0.0072045138073901,0.0010076928551852,1.1378804356106316,1.0,1.0,0.0,93.0,0.0,5.0
21.6,0.002,0.001,0.0005732614676563,1800.0,0.007230019146827,0.0010117169620367,1.1373668022230183,1.0,1.0,0.0,93.0,0.0,5.0
32.400000000000006,0.003,0.001,0.0010278866456942,1800.0,0.0073257256191318,0.0010234492201607,1.1392118153518789,1.0,1.0,0.0,93.0,0.0,5.0
43.2,0.004,0.001,0.0012934663961297,1800.0,0.0074665756248288,0.0010409070886858,1.141641200811963,1.0,1.0,0.0,93.0,0.0,5.0
54.0,0.005,0.001,0.0013280272895102,1800.0,0.0076226967816981,0.0010614895608149,1.1429126741166309,1.0,1.0,0.0,93.0,0.0,5.0
64.80000000000001,0.006,0.001,0.0011306818063124,1800.0,0.0077713745276423,0.0010823710494209,1.1427251970148848,1.0,1.0,0.0,93.0,0.0,5.0
75.6,0.007,0.001,0.0007354093525512,1800.0,0.0078982986700017,0.0011007629438686,1.141983641753998,1.0,1.0,0.0,93.0,0.0,5.0
86.4,0.008,0.001,0.0001982352900857,1800.0,0.0079874595094016,0.0011140693280497,1.1410812879060723,1.0,1.0,0.0,93.0,0.0,5.0
97.2,0.009,0.001,0.0004069728209629,1800.0,0.0080230953557793,0.0011203393271637,1.1397576196869708,1.0,1.0,0.0,93.0,0.0,5.0
108.0,0.01,0.001,0.0009964206101493,1800.0,0.0079983353482505,0.0011186531257881,1.1379529345022452,1.0,1.0,0.0,93.0,0.0,5.0
118.80000000000004,0.011,0.001,0.0014880389365007,1800.0,0.0079138704016798,0.0011091709728698,1.135561265326923,1.0,1.0,0.0,93.0,0.0,5.0
129.60000000000002,0.012,0.001,0.0018134342883616,1800.0,0.0077831085975726,0.0010932359031048,1.133076769987752,1.0,1.0,0.0,93.0,0.0,5.0
140.40000000000003,0.013,0.001,0.0019262639956528,1800.0,0.0076245918352559,0.0010731039705289,1.130823771941636,1.0,1.0,0.0,93.0,0.0,5.0
151.20000000000007,0.014,0.001,0.0018118252302801,1800.0,0.0074597917138318,0.0010515565677333,1.129052646450988,1.0,1.0,0.0,93.0,0.0,5.0
162.00000000000006,0.015,0.001,0.0014939886764866,1800.0,0.0073073006115524,0.0010315837661038,1.1273859197876652,1.0,1.0,0.0,93.0,0.0,5.0
172.80000000000007,0.016,0.001,0.0010185220386533,1800.0,0.0071862472150826,0.0010159884462288,1.1257281229978968,1.0,1.0,0.0,93.0,0.0,5.0
183.60000000000008,0.017,0.001,0.0004440855037266,1800.0,0.0071173013683226,0.0010070120512259,1.124866075698097,1.0,1.0,0.0,93.0,0.0,5.0
194.4000000000001,0.018,0.001,0.0001524863352744,1800.0,0.0071117379559563,0.0010058991396308,1.1252303586620342,1.0,1.0,0.0,93.0,0.0,5.0
205.2000000000001,0.019,0.001,0.0006835614898993,1800.0,0.0071685496000328,0.0010127463629626,1.1265506797842757,1.0,1.0,0.0,93.0,0.0,5.0
216.0000000000001,0.02,0.001,0.001070832142709,1800.0,0.0072717461321119,0.0010263434373022,1.127628725212189,1.0,1.0,0.0,93.0,0.0,5.0
226.80000000000013,0.021,0.001,0.0012558725561022,1800.0,0.0074002766053023,0.0010446974691937,1.127398731893275,1.0,1.0,0.0,93.0,0.0,5.0
237.6000000000001,0.022,0.001,0.0012158638774842,1800.0,0.0075338112858061,0.0010652282961937,1.1256209685209837,1.0,1.0,0.0,93.0,0.0,5.0
