ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.000851209,0,1958,0.008336741,0.001021664,0.001298698,0.001,1.1,-1,90.5,0,9
10,0.000851209,0.000851209,3.45E-06,1958,0.008313832,0.001020858,0.001296153,0.001,1.1,-1,90.5,0,9
20,0.001702417,0.000851209,0.001093791,1958,0.008307403,0.001028576,0.001285432,0.001,1.1,-1,90.5,0,9
30,0.002553626,0.000851209,0.002021174,1958,0.008653016,0.001061301,0.001297624,0.001,1.1,-1,90.5,0,9
40,0.003404835,0.000851209,0.002677272,1958,0.009291453,0.001114542,0.001326806,0.001,1.1,-1,90.5,0,9
50,0.004256044,0.000851209,0.002975307,1958,0.010140247,0.001180945,0.001366592,0.001,1.1,-1,90.5,0,9
60,0.005107252,0.000851209,0.002836151,1958,0.011057595,0.001249938,0.001407966,0.001,1.1,-1,90.5,0,9
70,0.005958461,0.000851209,0.002243509,1958,0.011898177,0.001311075,0.001444352,0.001,1.1,-1,90.5,0,9
80,0.00680967,0.000851209,0.001249039,1958,0.012456113,0.001351975,0.001466337,0.001,1.1,-1,90.5,0,9
90,0.007660878,0.000851209,5.43E-18,1958,0.012588102,0.001368841,0.001463617,0.001,1.1,-1,90.5,0,9
100,0.008512087,0.000851209,0.001276459,1958,0.012255052,0.001361249,0.00143284,0.001,1.1,-1,90.5,0,9
110,0.009363296,0.000851209,0.002390915,1958,0.011648111,0.001333582,0.001390131,0.001,1.1,-1,90.5,0,9
120,0.010214505,0.000851209,0.003234308,1958,0.010912275,0.00128948,0.001346855,0.001,1.1,-1,90.5,0,9
130,0.011065713,0.000851209,0.003754554,1958,0.010084947,0.001232567,0.001302217,0.001,1.1,-1,90.5,0,9
140,0.011916922,0.000851209,0.003912142,1958,0.009212842,0.001167718,0.001255671,0.001,1.1,-1,90.5,0,9
150,0.012768131,0.000851209,0.003723999,1958,0.008314926,0.001099087,0.001204055,0.001,1.1,-1,90.5,0,9
160,0.013619339,0.000851209,0.003279203,1958,0.007409448,0.00103195,0.00114274,0.001,1.1,-1,90.5,0,9
170,0.014470548,0.000851209,0.002664396,1958,0.006559633,0.000973391,0.001072537,0.001,1.1,-1,90.5,0,9
180,0.015321757,0.000851209,0.001946974,1958,0.005823058,0.000929242,0.000997338,0.001,1.1,-1,90.5,0,9
