ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1600,0.007041025,0.001030409,1.087543332,1,1,0,93,0,5.0
9.6,0.001,0.001,7.69e-06,1600,0.007026204,0.001030018,1.085665293,1,1,0,93,0,5.0
19.2,0.002,0.001,0.000462969,1600,0.007055122,0.001033908,1.086032196,1,1,0,93,0,5.0
28.8,0.003,0.001,0.000832311,1600,0.007162094,0.00104591,1.089848084,1,1,0,93,0,5.0
38.4,0.004,0.001,0.001076513,1600,0.007329377,0.001064555,1.095769067,1,1,0,93,0,5.0
48.0,0.005,0.001,0.001174336,1600,0.007531453,0.001087647,1.102074632,1,1,0,93,0,5.0
57.6,0.006,0.001,0.001120842,1600,0.007739308,0.001112481,1.107208866,1,1,0,93,0,5.0
67.2,0.007,0.001,0.000920429,1600,0.007930801,0.001136256,1.110863857,1,1,0,93,0,5.0
76.8,0.008,0.001,0.000592036,1600,0.008087256,0.001156397,1.113049075,1,1,0,93,0,5.0
86.4,0.009,0.001,0.000171961,1600,0.008196028,0.001170718,1.114221143,1,1,0,93,0,5.0
96.0,0.01,0.001,0.000293461,1600,0.008243201,0.001177612,1.114073019,1,1,0,93,0,5.0
105.6,0.011,0.001,0.000751876,1600,0.00822086,0.001176264,1.112327355,1,1,0,93,0,5.0
115.2,0.012,0.001,0.001151422,1600,0.008128427,0.001166753,1.108786137,1,1,0,93,0,5.0
124.8,0.013,0.001,0.00144794,1600,0.007977668,0.001150147,1.103933251,1,1,0,93,0,5.0
134.4,0.014,0.001,0.0016061,1600,0.007782663,0.00112827,1.097830338,1,1,0,93,0,5.0
144.0,0.015,0.001,0.001609643,1600,0.007567224,0.001103572,1.091330056,1,1,0,93,0,5.0
153.6,0.016,0.001,0.001454852,1600,0.00735148,0.001078746,1.084615142,1,1,0,93,0,5.0
163.2,0.017,0.001,0.001152221,1600,0.007148697,0.001056238,1.077172466,1,1,0,93,0,5.0
172.8,0.018,0.001,0.000743825,1600,0.00698528,0.001038511,1.070514892,1,1,0,93,0,5.0
182.4,0.019,0.001,0.000283611,1600,0.006867295,0.001027368,1.063848991,1,1,0,93,0,5.0
192.0,0.02,0.001,0.000179884,1600,0.006799765,0.001023846,1.057010754,1,1,0,93,0,5.0
201.6,0.021,0.001,0.000594702,1600,0.006804277,0.001028811,1.052607436,1,1,0,93,0,5.0
211.2,0.022,0.001,0.000911977,1600,0.006888556,0.001041769,1.052389965,1,1,0,93,0,5.0
220.8,0.023,0.001,0.001099625,1600,0.007038811,0.001061184,1.055671072,1,1,0,93,0,5.0
230.4,0.024,0.001,0.00114355,1600,0.007235017,0.001084806,1.061469342,1,1,0,93,0,5.0
240.0,0.025,0.001,0.001044828,1600,0.007454592,0.001110041,1.068821114,1,1,0,93,0,5.0
249.6,0.026,0.001,0.000813993,1600,0.007671949,0.001133983,1.07676106,1,1,0,93,0,5.0
259.2,0.027,0.001,0.000473523,1600,0.00786519,0.00115404,1.084697137,1,1,0,93,0,5.0
