Alpha,Cl,Cd,Cm
-20.0,-0.683376216742652,0.274996722911627,0.05402365675075264
-19.0,-0.643993146881078,0.26348696169158176,0.04488628078224501
-18.0,-0.6044087837665525,0.2521414340327682,0.03605729623991161
-17.0,-0.5648986190747103,0.2411023069793576,0.02754562043366142
-16.0,-0.5256593854827789,0.23033257530986787,0.019367584079962603
-15.0,-0.4869299619073228,0.21977913541418723,0.011533101743695408
-14.0,-0.44903944735980705,0.20943490602803028,0.00406243587922754
-13.0,-0.4123924554646733,0.1993439926049277,-0.003037357788794017
-12.0,-0.23240779043022788,0.18014643911649977,-0.025339294841987742
-11.0,-0.21556592688087337,0.17256920642494575,-0.02884464794921074
-10.0,-0.2013091289630732,0.16526379056369778,-0.032057235694197515
-9.0,-0.19021008519070146,0.1579899971328231,-0.034945167358746546
-8.0,-0.18325097422772638,0.15050879397267103,-0.03743053548089273
-7.0,-0.18122797104272018,0.14283801472507607,-0.03941286156919731
-6.0,-0.1854281816827379,0.13501589902879366,-0.040612500962592855
-5.0,-0.194974892547016,0.12743169462954113,-0.04055693655316242
-4.0,-0.19564322893897673,0.12146664992012195,-0.03963958281106792
-3.0,-0.16664712581323574,0.11777591689489683,-0.03899953335878851
-2.0,-0.1152581173753581,0.11563078779791988,-0.03808406286358137
-1.0,-0.055695038547934915,0.11457928876592594,-0.03644025717246388
0.0,0.005286283123907321,0.11448551361643478,-0.03424066439387534
1.0,0.06488499586973327,0.11529518100687225,-0.03172296591852511
2.0,0.12165308273196809,0.11698471682033791,-0.029018458117166385
3.0,0.17532512419068033,0.1195873191491115,-0.026394219406773837
4.0,0.2259776331995076,0.1231021779656479,-0.024064234053006166
5.0,0.27295502526317683,0.12743927913304007,-0.022104010141776983
6.0,0.3161861046760056,0.13255388586603836,-0.020595905549896848
7.0,0.3556028052364044,0.138404094386904,-0.01964801993619673
8.0,0.39133368172766914,0.14494404181458392,-0.019300703669201884
9.0,0.42344338576229246,0.15211514298761164,-0.019615754210522918
10.0,0.45218312581593884,0.15985394192102736,-0.02059888158408359
11.0,0.47783739771743056,0.16810622392690325,-0.022284822361299465
12.0,0.5009527540805229,0.17686711898929997,-0.024663776851196896
13.0,0.5218071396322479,0.18610281735974554,-0.027705382180259055
14.0,0.5409967969727638,0.19581802361521888,-0.03130941523370294
15.0,0.558785650355991,0.20598263031513925,-0.03545766594709488
16.0,0.5756415705956262,0.21661810701076933,-0.03999445954633193
17.0,0.5917901665896517,0.22765282661709943,-0.044877828820153315
18.0,0.6074974995630467,0.2391129843357794,-0.04999227638446355
19.0,0.622939514607611,0.2510134785870095,-0.05524143891912517
20.0,0.6381464600764665,0.2632628827446902,-0.060607619487128186
