Alpha,Cl,Cd,Cm
-20.0,-0.3331446404995792,0.2148069385814355,-0.0010990711315294103
-19.0,-0.2903922906175986,0.20430119247278308,-0.008827215934996776
-18.0,-0.2479666009625188,0.19413387261530796,-0.016110229585513034
-17.0,-0.20617586339843572,0.18434410681358243,-0.02290351779448318
-16.0,-0.1653853296973484,0.17497618361292558,-0.029153708256682346
-15.0,-0.12609569940956825,0.16607873293933387,-0.03478649524739695
-14.0,-0.08892333654239423,0.15770778708697064,-0.039711640312205976
-13.0,-0.05465333962826093,0.14992361049039946,-0.04381644082759037
-12.0,-0.024267611844749088,0.1427954998255349,-0.046964517893014965
-11.0,0.0009935628382761253,0.13640895154700625,-0.04899067963119959
-10.0,0.019678399507478156,0.1306746494493457,-0.04974161918644423
-9.0,0.030756477356157275,0.12547112452752468,-0.04919959564388937
-8.0,0.03432561122755338,0.12053706541883746,-0.04762989220432929
-7.0,0.029938745881622767,0.11574245375491572,-0.045171691905171875
-6.0,0.017040023400196065,0.11099373645480448,-0.04200282244705786
-5.0,-0.005059303572942782,0.10610781971034555,-0.038342609356874044
-4.0,-0.038302001101584514,0.1007856816912868,-0.03421756275028013
-3.0,-0.08676251610853064,0.09451076423894167,-0.02924971483535286
-2.0,-0.15545732938892348,0.0865163904827537,-0.022432057575151647
-1.0,-0.1811266789459343,0.08111802641360116,-0.020016314409421254
0.0,-0.1298228166104362,0.08293204560721294,-0.0226261414248389
1.0,-0.071116777099345,0.0869103504063007,-0.02434479907869519
2.0,-0.012258638428754931,0.09203303301311738,-0.025932925653991766
3.0,0.04563711372659086,0.09803336766171442,-0.02769830290779733
4.0,0.1022690659696525,0.1047672423822578,-0.029762125273786282
5.0,0.15755736974190632,0.11212650042152768,-0.032179132057701794
6.0,0.21158667371876339,0.12002368284149284,-0.034990741775324734
7.0,0.2644707898977315,0.12839128088609203,-0.03822882630317839
8.0,0.31627429541164437,0.13717418713758095,-0.04190963734979722
9.0,0.367031538588906,0.14638132082564173,-0.04604179523227985
10.0,0.41679310071827097,0.15602713993207343,-0.05063440383155424
11.0,0.4656831819345307,0.1660338273321754,-0.05570132957825466
12.0,0.5136932511074621,0.17638355839834502,-0.061231834317860244
13.0,0.5608653494578802,0.1870732776677759,-0.06721692535103513
14.0,0.6072425701559816,0.19809464835699853,-0.07364118175519256
15.0,0.6528316111856419,0.20944025234115424,-0.08048344534383027
16.0,0.697621252288153,0.22108685813012188,-0.08772167433518227
17.0,0.7415698950841879,0.23304412080364037,-0.09533601754861705
18.0,0.7846473321011412,0.24531475714544887,-0.10331583110751455
19.0,0.8268042297070569,0.257905825060144,-0.111651258304952
20.0,0.8679773931584319,0.2708260457827613,-0.1203322699941142
