Alpha,Cl,Cd,Cm
-20.0,-0.5751278168769818,0.2427938617641765,0.04512953196965416
-19.0,-0.5324564246362331,0.22997853329879198,0.035952292715614766
-18.0,-0.48940228136108993,0.21738071638006404,0.02709131672307745
-17.0,-0.4461310992359366,0.2050215881714715,0.018565780344770483
-16.0,-0.4028146548536694,0.1929176933672494,0.01039210938730832
-15.0,-0.3596849393194133,0.18108406845854635,0.0025955451265689384
-14.0,-0.31701988731005987,0.1695359918484458,-0.004795716830544191
-13.0,-0.2751148108496736,0.15832539847322483,-0.011754318463332284
-12.0,-0.23424095973151118,0.14752727287833006,-0.018263332077355133
-11.0,-0.19494952204293162,0.13703008459189003,-0.024277754994649084
-10.0,-0.1578066447833611,0.12683692630464632,-0.029761876029144752
-9.0,-0.12352278260770772,0.1169620280879859,-0.03468034135205819
-8.0,-0.09295100214672282,0.10743018162252288,-0.03900782227303126
-7.0,-0.06745280602360536,0.09830261933132807,-0.042685443724542076
-6.0,-0.04940133465172207,0.08968567375596832,-0.04556223579648621
-5.0,-0.04362611793406109,0.08170856109197396,-0.04717662155650796
-4.0,-0.0595293824767131,0.07436694133696899,-0.04636966935944857
-3.0,-0.11096904571480305,0.0671196166391053,-0.04129855444098467
-2.0,-0.14603362339539394,0.06123488815266655,-0.03835593483901539
-1.0,-0.07812693248541848,0.06160063317686245,-0.03877734875701305
0.0,-0.009987188322754395,0.06345453065701369,-0.03710983312467629
1.0,0.05687289356387995,0.06622051660962329,-0.03555411982455254
2.0,0.12202559419624459,0.06983157825566925,-0.03443862576824974
3.0,0.18492477044520744,0.07428025506640608,-0.03384680662858268
4.0,0.24511837997846955,0.07958241206502922,-0.03380979048387016
5.0,0.302478210819353,0.08577059062518104,-0.034366147347353326
6.0,0.35680748580846633,0.09285029011283417,-0.03552329324139591
7.0,0.4079773459604642,0.10079576485070452,-0.03727621445409051
8.0,0.45612957564620393,0.10956855927359116,-0.0396414340600331
9.0,0.5015491394931039,0.11910945918191114,-0.04265660790834776
10.0,0.544610747175296,0.12934908372146364,-0.04635839548747821
11.0,0.5858128656795627,0.14022188581524006,-0.050802212451163446
12.0,0.6255076210944813,0.1516866863033208,-0.05603473380939284
13.0,0.6638496742993091,0.16381101800331535,-0.06207662279732076
14.0,0.7011662707446048,0.1766222748742965,-0.06896549125432384
15.0,0.7377775537917625,0.19006007217555032,-0.0766852581012874
16.0,0.7740631257062763,0.20413074406066617,-0.08516348628784166
17.0,0.8104170824071332,0.21880073316960252,-0.0942826537048231
18.0,0.8471147937501156,0.23397041996017032,-0.10388162207456411
19.0,0.8842693126651712,0.24956767386309978,-0.11379316143193238
20.0,0.9218377371454194,0.26549886805232037,-0.12390072848055834
