Alpha,Cl,Cd,Cm
-20.0,-0.4069070778424723,0.2175000500050928,0.013862181785528721
-19.0,-0.36346879322690323,0.2057788338658203,0.005519867905906468
-18.0,-0.3200178000178645,0.1943403803403944,-0.0024475032413470376
-17.0,-0.276795548373172,0.1832084067805731,-0.010008446869760594
-16.0,-0.23407658688298583,0.17240976240317957,-0.01712896893835703
-15.0,-0.19226171085468455,0.16197050971236687,-0.023756721944934972
-14.0,-0.1517933439419973,0.15192377314209832,-0.02983573606693575
-13.0,-0.11324565113223588,0.14230781472909584,-0.0352947271646214
-12.0,-0.07731062487835828,0.13316361221735865,-0.04004915479150926
-11.0,-0.04498744363985868,0.12452928769810041,-0.04397538281394269
-10.0,-0.01748288710195502,0.1165008518927326,-0.04692330753802707
-9.0,0.0035330943013312513,0.10912003244482565,-0.0486885028305574
-8.0,0.016000938039598404,0.10243083793369108,-0.049035011194964624
-7.0,0.018192820495243935,0.09644042919658528,-0.04786843627311726
-6.0,0.009514290528539537,0.09095708737386794,-0.04545049711330797
-5.0,-0.01213359548584004,0.08575677574832133,-0.041887872695508
-4.0,-0.050139946765902506,0.08031867803449748,-0.0372754212110291
-3.0,-0.11251640873937183,0.07372086859005547,-0.03100777012951192
-2.0,-0.17682917031759823,0.0659717317529476,-0.027069733589861963
-1.0,-0.11029695608483824,0.06685504035927223,-0.03225732995894083
0.0,-0.043346338468620745,0.07002883501854167,-0.033173306781980855
1.0,0.021242013387349684,0.07421680248232722,-0.03371191781529519
2.0,0.08369892144643942,0.07928965660427181,-0.03443934111348266
3.0,0.14376932374699966,0.08518447990204536,-0.03548731159256132
4.0,0.20134876875903837,0.0918554228397405,-0.036904331248261826
5.0,0.25642870242966914,0.09924709617944688,-0.03871174280095425
6.0,0.30920252918725405,0.10729568593544321,-0.040937728842711726
7.0,0.35990646458259884,0.11592683290575362,-0.04360711584419215
8.0,0.4087961141501687,0.12511417829482013,-0.04674757884059002
9.0,0.45617052578477396,0.1348252848177733,-0.05039685785858016
10.0,0.5022339837918374,0.14498188043945634,-0.05458133284195738
11.0,0.5472784980469811,0.15556535545422204,-0.059344233636004204
12.0,0.5913364658185366,0.166577620656419,-0.064694131835493
13.0,0.6344329920155137,0.17801028440860012,-0.07062492775436406
14.0,0.6766492383022463,0.18988337613614759,-0.0771270431456842
15.0,0.7180938314263232,0.2022069994275603,-0.08418840844874859
16.0,0.758817523844852,0.21498748933388553,-0.0917780975995724
17.0,0.7988261379922711,0.22821792038933636,-0.09986328241499999
18.0,0.8381193418527588,0.24193034550494794,-0.10841070003633713
19.0,0.8767424165816765,0.2561375046643896,-0.11739108228343854
20.0,0.9147260316215375,0.2708301712625134,-0.1267623061718033
