Alpha,Cl,Cd,Cm
-19.0,-0.07898494419812274,0.30498893326375687,-0.04713683619607336
-18.0,-0.07158250637686751,0.29842956175121627,-0.046678267218958326
-17.0,-0.06551432775275275,0.29217166390049204,-0.045956802704876024
-16.0,-0.060790158112360174,0.2862098351401038,-0.045005996937042374
-15.0,-0.057388595209128444,0.2805161379485686,-0.04386268666526633
-14.0,-0.05526529908019389,0.2750844852763951,-0.04256476292750783
-13.0,-0.054352408693952164,0.26992180597022514,-0.04114919231969193
-12.0,-0.05456814080479734,0.26499627832346934,-0.039652808329157574
-11.0,-0.055821248359811886,0.2602743216278379,-0.03810697098002103
-10.0,-0.05802439986388911,0.2557404130857541,-0.03653389085101268
-9.0,-0.061093266493658774,0.25137524581872844,-0.03494809293054431
-8.0,-0.06495484955855028,0.24716479273413763,-0.03335526283680363
-7.0,-0.06954214383449225,0.2430857210878552,-0.03175165074002082
-6.0,-0.07480384942383642,0.23914910819491034,-0.030124469037233127
-5.0,-0.08067808287613118,0.23535428245129897,-0.02845269857132505
-4.0,-0.08709241544204087,0.23170561383780272,-0.026707347271875948
-3.0,-0.09397340669698229,0.22820999016976307,-0.02485293361529926
-2.0,-0.10121551787927241,0.2248848494264015,-0.022847560957207535
-1.0,-0.10866756419344802,0.2217548942640264,-0.020645319002653227
0.0,-0.11609084440393534,0.21886136066598802,-0.018201039821602184
1.0,-0.12314614177731029,0.21626010680184915,-0.015477403003033898
2.0,-0.12939430969102367,0.21402158952199,-0.012453240559911387
3.0,-0.1343135208876107,0.21222686151694978,-0.009134056664477213
4.0,-0.13734394406755257,0.21095983611141983,-0.005559340456637181
5.0,-0.13797108573978686,0.21029345028989274,-0.0018029153196588632
6.0,-0.13580724996236773,0.21027933265612397,0.002037726303975486
7.0,-0.13066716380084764,0.21093378657729328,0.005857117491951146
8.0,-0.12258515183043212,0.21223731128242693,0.009561767618963936
9.0,-0.11176900119887584,0.2141640775353883,0.013078232975209351
10.0,-0.09851936752460962,0.21666457792019267,0.016353841049711545
11.0,-0.08318761673030226,0.2196848780598837,0.019353004749844253
12.0,-0.06613179886919435,0.22316892175206932,0.022058015030748383
13.0,-0.04768220729036846,0.22706797688701225,0.02445888051312359
