Alpha,Cl,Cd,Cm
-20.0,-0.5188875728425717,0.23601533522134438,0.03685197169959592
-19.0,-0.4755556069782844,0.22337105670871632,0.027731525786969507
-18.0,-0.4318967796875821,0.21096482614584688,0.018933535019089145
-17.0,-0.38812057796782357,0.19882019292441444,0.010485643780468325
-16.0,-0.3444128439678752,0.18696094119931012,0.00240690367437394
-15.0,-0.30099880959582503,0.17540259390285323,-0.005277671238569124
-14.0,-0.25820579924565357,0.1641640316410996,-0.012529405396874712
-13.0,-0.2164060914568531,0.15326687498590455,-0.019306504418635892
-12.0,-0.1760513435516651,0.14273896533326147,-0.02556380145453025
-11.0,-0.13764007161989167,0.13261379022583605,-0.03125360659936279
-10.0,-0.10178757765670154,0.12298906107037877,-0.036314323198918315
-9.0,-0.06949219521651144,0.11378729046864712,-0.040653517461803484
-8.0,-0.0419184729856765,0.10506005560002134,-0.04416820113274209
-7.0,-0.02084038967341692,0.09691053216142709,-0.04668735613171785
-6.0,-0.009162270586546142,0.08948840894886,-0.047896077063989496
-5.0,-0.011283817635035715,0.08289657146417782,-0.047311731946814546
-4.0,-0.03200647596733515,0.0768905361634214,-0.044665087557364945
-3.0,-0.07883419609215782,0.0708162631662452,-0.039453554335067795
-2.0,-0.15864880143247104,0.06352366398171348,-0.031289873799541255
-1.0,-0.11621170414336433,0.06158322348644724,-0.03604388659099293
0.0,-0.04660070049451158,0.06360821446065003,-0.03601415957993068
1.0,0.02052227714743772,0.06665835294555016,-0.0354057940177491
2.0,0.08563771686403618,0.0705838448398246,-0.03505876094740051
3.0,0.14842542459430003,0.07535584727758232,-0.0351422745096916
4.0,0.20879126220488584,0.08098450626110085,-0.035723249313515296
5.0,0.26636407304241044,0.08744543495888976,-0.036794277657558
6.0,0.32110048162386023,0.09471298024965007,-0.038355331735428565
7.0,0.3730307327682767,0.10274548133838625,-0.04041079320954734
8.0,0.4223837898455761,0.11148981657297437,-0.0429857478841083
9.0,0.46942874077769026,0.12087977834406642,-0.04610934602453187
10.0,0.5145409286535622,0.13085281045065825,-0.04982619158475014
11.0,0.5578982085058372,0.14146307391509497,-0.054167853920509414
12.0,0.599849100936397,0.15262774129981135,-0.05917872865780346
13.0,0.6406274384967549,0.16433837987528588,-0.06490683819575566
14.0,0.6804960957872128,0.1766027494272837,-0.07137325796002325
15.0,0.7195057886200921,0.18942891134499387,-0.07855707214272897
16.0,0.7578579929719378,0.20285252979917864,-0.08642687203126355
17.0,0.7957625478243585,0.2168904079469811,-0.09493342016935795
18.0,0.8333671987664636,0.23150245246317636,-0.10399863561837142
19.0,0.8708262885546199,0.24667288706689464,-0.11350989123650881
20.0,0.9082944167027018,0.26233339124549226,-0.12335577665538386
