Alpha,Cl,Cd,Cm
-20.0,-0.09987909528391216,0.3213129288904541,-0.05214717215583777
-19.0,-0.0905392043685321,0.31478612840203707,-0.05231526339130484
-18.0,-0.08241114667523998,0.30850453358305324,-0.052181623429169606
-17.0,-0.07556514757743418,0.30245314242303306,-0.05176072871220479
-16.0,-0.0700567994476459,0.2966475408996056,-0.051070704448317024
-15.0,-0.06591439040315496,0.29109150648876364,-0.0501346063474439
-14.0,-0.06313916965936983,0.28577660418932427,-0.04897869364127461
-13.0,-0.06170595558595087,0.28069199481861834,-0.0476301750262534
-12.0,-0.06156874030932332,0.27581771475273215,-0.046115213365983676
-11.0,-0.0626665423563955,0.2711342841030576,-0.04445700251502046
-10.0,-0.0649227313967623,0.2666410706028539,-0.04267551476803151
-9.0,-0.06824638501192237,0.26232285643614256,-0.040784864911328565
-8.0,-0.0725429585403036,0.2581706481321128,-0.038792239715090805
-7.0,-0.07770691786733316,0.25417432891527214,-0.0366963835009633
-6.0,-0.08362224258154798,0.2503330304667873,-0.03448973822482862
-5.0,-0.09016300929000438,0.2466487941909928,-0.032157304966301356
-4.0,-0.09717504487580261,0.24312212558826612,-0.029678893582995074
-3.0,-0.1044767850578479,0.23977645809414205,-0.02703034900054159
-2.0,-0.11182861131705484,0.23663717794489533,-0.024186867680688597
-1.0,-0.11893966874347746,0.23373934285025197,-0.021127756300199287
0.0,-0.12545329494759294,0.23112921917026846,-0.017839837926899464
1.0,-0.13096482793674652,0.2288618331713653,-0.014324541041795213
2.0,-0.13502890682658186,0.22699876311110614,-0.010603322829898223
3.0,-0.1372038254202051,0.22559966849585802,-0.0067196697484331915
4.0,-0.13710404875162163,0.2247195995299355,-0.002740503798615091
5.0,-0.13444923395065378,0.22438631207073714,0.0012592764957852001
6.0,-0.12911559999358047,0.22462101429634732,0.005201579106776301
7.0,-0.12113537352721276,0.2254214441223757,0.009016940749592015
8.0,-0.11066199178889358,0.2267679226857265,0.01264819131460545
9.0,-0.09793317421090614,0.22862912067126084,0.01605324225517661
10.0,-0.08323581271739106,0.23096695793734698,0.019204849845546414
11.0,-0.06686178684717412,0.23372843887028408,0.02208434844821449
12.0,-0.04909825515286388,0.2368865131002643,0.024680684756075405
13.0,-0.030213187728763594,0.24040628559578103,0.02698841147585813
14.0,-0.010445042764986548,0.2442589878788967,0.029004169531430368
15.0,0.009990958762168356,0.2484163889102159,0.0307285738327386
16.0,0.030899341758157485,0.2528246332427846,0.03216488381563832
17.0,0.052117519340764494,0.25747773129018214,0.03331723531665507
18.0,0.07349324948177006,0.2623554424986346,0.034189491678870546
19.0,0.09490016045739703,0.2674387675149873,0.03478936127397222
20.0,0.11622259632306431,0.27270950357513296,0.03512345904821214
