Alpha,Cl,Cd,Cm
-20.0,-0.264890921664418,0.21573826446718566,-0.019007287019052743
-19.0,-0.22683793502332805,0.2076192772483495,-0.02567690258620285
-18.0,-0.18978924251457688,0.19993930222290732,-0.03177718737637304
-17.0,-0.15414962654323616,0.19274458394193744,-0.037247078006809035
-16.0,-0.1203996548740554,0.18608302371186136,-0.042015095725155736
-15.0,-0.08913364577638082,0.18000022579535016,-0.04599606325600708
-14.0,-0.06105657041009243,0.17453371297112916,-0.049093123934854585
-13.0,-0.036948555189041415,0.16970447364727068,-0.05121068381373104
-12.0,-0.017559805290587528,0.16548243335869509,-0.0522814872122179
-11.0,-0.0034138698310841992,0.16173929742151968,-0.05231976468919189
-10.0,0.005572389473727641,0.1582340059430165,-0.051496953654045954
-9.0,0.009736173926704539,0.15469992054711704,-0.050041363707141476
-8.0,0.008690443253683466,0.15103383542709636,-0.04799715499547076
-7.0,0.002346064871357523,0.14712491324887975,-0.045482940904759114
-6.0,-0.009470667983245532,0.1429078417978153,-0.0425857703020171
-5.0,-0.02712211067805803,0.1383372948755319,-0.03933520651861755
-4.0,-0.051190561439664856,0.13336246482440334,-0.03566516570463768
-3.0,-0.08226111736590337,0.12790581309949317,-0.031392289264950156
-2.0,-0.12015237092491934,0.12191000638567646,-0.026198817531555386
-1.0,-0.16116551110248553,0.1156233508684103,-0.019753412615052354
0.0,-0.18815187062600758,0.11059668700205676,-0.01325126240355596
1.0,-0.18228220477315765,0.10876727762893917,-0.009344113639797867
2.0,-0.15112655066752714,0.1097962437205358,-0.007822101460866433
3.0,-0.10829680776142263,0.11261003130900543,-0.007566690930097319
4.0,-0.06011008576694182,0.1166472596020552,-0.008130730380580617
5.0,-0.009396501778090675,0.12160760971233826,-0.009346685628376684
6.0,0.04244863841917932,0.1273160874835479,-0.011142662680502055
7.0,0.09468208280539053,0.1336557343667658,-0.01347966811939674
8.0,0.14685629498824954,0.14053637299839614,-0.016329750706037403
9.0,0.19876614198280973,0.1478926287364853,-0.019677190797319527
10.0,0.2502629476499431,0.15567011187207075,-0.023507470918501795
11.0,0.30122719860257935,0.16383122646334822,-0.02780747750039756
12.0,0.3515547452219991,0.17234523263487883,-0.0325622396868618
13.0,0.4011959732815739,0.18118873851299944,-0.03776038642740847
14.0,0.45010450438050403,0.19034152946431349,-0.04339109073667864
15.0,0.4982384696489947,0.19979162067941078,-0.04944115557456495
16.0,0.5455604065309245,0.20952845621652147,-0.05589688121553834
17.0,0.5920190853074835,0.21954472133677672,-0.0627461189986022
18.0,0.6375711013887067,0.2298233096832821,-0.0699761593355919
19.0,0.6821678755650662,0.24036913082833428,-0.07757403888827344
20.0,0.7257713525993551,0.25117993686463286,-0.08552655512288287
