ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.00085955,0,1939,0.008268116,0.001037221,0.00126869,0.001,-1.2,-0.4,89.5,0,10.8
10,0.00085955,0.00085955,4.34E-06,1939,0.00824136,0.001036346,0.001265652,0.001,-1.2,-0.4,89.5,0,10.8
20,0.001719099,0.00085955,0.001384388,1939,0.008304654,0.001049348,0.00125957,0.001,-1.2,-0.4,89.5,0,10.8
30,0.002578649,0.00085955,0.002537135,1939,0.008863498,0.001098777,0.001283854,0.001,-1.2,-0.4,89.5,0,10.8
40,0.003438198,0.00085955,0.003325161,1939,0.009811345,0.001177301,0.001326359,0.001,-1.2,-0.4,89.5,0,10.8
50,0.004297748,0.00085955,0.003631954,1939,0.010984655,0.001273834,0.001372441,0.001,-1.2,-0.4,89.5,0,10.8
60,0.005157298,0.00085955,0.003434909,1939,0.012253964,0.001373317,0.001420123,0.001,-1.2,-0.4,89.5,0,10.8
70,0.006016847,0.00085955,0.002700838,1939,0.013396899,0.001461461,0.001458939,0.001,-1.2,-0.4,89.5,0,10.8
80,0.006876397,0.00085955,0.001505761,1939,0.014186525,0.001524771,0.001480783,0.001,-1.2,-0.4,89.5,0,10.8
90,0.007735946,0.00085955,5.55E-19,1939,0.014431059,0.00155509,0.00147694,0.001,-1.2,-0.4,89.5,0,10.8
100,0.008595496,0.00085955,0.001560754,1939,0.014132036,0.001552258,0.001448975,0.001,-1.2,-0.4,89.5,0,10.8
110,0.009455046,0.00085955,0.002934288,1939,0.013484533,0.001519465,0.001412425,0.001,-1.2,-0.4,89.5,0,10.8
120,0.010314595,0.00085955,0.003984298,1939,0.012650325,0.001463186,0.001376012,0.001,-1.2,-0.4,89.5,0,10.8
130,0.011174145,0.00085955,0.004610576,1939,0.011648436,0.001386549,0.001337065,0.001,-1.2,-0.4,89.5,0,10.8
140,0.012033694,0.00085955,0.004762744,1939,0.010481146,0.001293603,0.001289519,0.001,-1.2,-0.4,89.5,0,10.8
150,0.012893244,0.00085955,0.004486531,1939,0.009269641,0.001195296,0.001234263,0.001,-1.2,-0.4,89.5,0,10.8
160,0.013752794,0.00085955,0.003936667,1939,0.00798044,0.001094946,0.00115999,0.001,-1.2,-0.4,89.5,0,10.8
170,0.014612343,0.00085955,0.003122591,1939,0.006796086,0.001009179,0.001071793,0.001,-1.2,-0.4,89.5,0,10.8
180,0.015471893,0.00085955,0.002244756,1939,0.0057531,0.000944634,0.0009693,0.001,-1.2,-0.4,89.5,0,10.8
190,0.016331442,0.00085955,0.00133555,1939,0.005043331,0.00091014,0.000881921,0.001,-1.2,-0.4,89.5,0,10.8
200,0.017190992,0.00085955,4.07E-05,1939,0.005174924,0.000926472,0.000888979,0.001,-1.2,-0.4,89.5,0,10.8
210,0.018050542,0.00085955,0.001983375,1939,0.006780921,0.001009148,0.001069434,0.001,-1.2,-0.4,89.5,0,10.8
220,0.018910091,0.00085955,0.003914962,1939,0.009286521,0.001132399,0.00130519,0.001,-1.2,-0.4,89.5,0,10.8
