ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0.0,0.0,0.001,0.0,1600,0.00795444,0.001048916,1.206948985,1,1,0,93,0,0.0
9.6,0.001,0.001,9.55e-07,1600,0.007907171,0.001048008,1.200816151,1,1,0,93,0,0.0
19.2,0.002,0.001,3.79e-06,1600,0.007884729,0.001047563,1.197916865,1,1,0,93,0,0.0
28.8,0.003,0.001,6.45e-06,1600,0.007906309,0.00104797,1.200728812,1,1,0,93,0,0.0
38.4,0.004,0.001,6.93e-06,1600,0.007950686,0.001048738,1.206584625,1,1,0,93,0,0.0
48.0,0.005,0.001,4.29e-06,1600,0.00796126,0.001048827,1.208086385,1,1,0,93,0,0.0
57.6,0.006,0.001,1.73e-06,1600,0.007922307,0.0010481,1.203009541,1,1,0,93,0,0.0
67.2,0.007,0.001,5.65e-07,1600,0.007878135,0.001047294,1.197222864,1,1,0,93,0,0.0
76.8,0.008,0.001,1.54e-07,1600,0.00784344,0.001046651,1.19268189,1,1,0,93,0,0.0
86.4,0.009,0.001,2.05e-09,1600,0.007815762,0.001046132,1.189062969,1,1,0,93,0,0.0
96.0,0.01,0.001,5.98e-08,1600,0.00779385,0.00104572,1.186197275,1,1,0,93,0,0.0
105.6,0.011,0.001,3.93e-07,1600,0.007774634,0.001045354,1.183686648,1,1,0,93,0,0.0
115.2,0.012,0.001,9.18e-07,1600,0.00775774,0.001045037,1.181472552,1,1,0,93,0,0.0
124.8,0.013,0.001,1.4e-06,1600,0.007743335,0.001044775,1.179574608,1,1,0,93,0,0.0
134.4,0.014,0.001,1.18e-06,1600,0.007732265,0.001044551,1.17814052,1,1,0,93,0,0.0
144.0,0.015,0.001,4.99e-07,1600,0.007729215,0.001044437,1.177805204,1,1,0,93,0,0.0
153.6,0.016,0.001,4.59e-06,1600,0.007730787,0.001044403,1.178082352,1,1,0,93,0,0.0
163.2,0.017,0.001,8.17e-06,1600,0.00768315,0.001043526,1.171807389,1,1,0,93,0,0.0
172.8,0.018,0.001,4.9e-06,1600,0.007581704,0.001041453,1.158636415,1,1,0,93,0,0.0
182.4,0.019,0.001,9.44e-07,1600,0.007471235,0.00103903,1.144416913,1,1,0,93,0,0.0
192.0,0.02,0.001,7.66e-06,1600,0.007420508,0.001037849,1.137940729,1,1,0,93,0,0.0
201.6,0.021,0.001,1.1e-05,1600,0.007485898,0.001039181,1.146496393,1,1,0,93,0,0.0
211.2,0.022,0.001,1.24e-05,1600,0.007631861,0.001042154,1.16551719,1,1,0,93,0,0.0
220.8,0.023,0.001,9.43e-06,1600,0.007773786,0.001044728,1.184266265,1,1,0,93,0,0.0
230.4,0.024,0.001,4.43e-06,1600,0.007804819,0.001045148,1.18851701,1,1,0,93,0,0.0
240.0,0.025,0.001,1.52e-06,1600,0.00774218,0.001043985,1.18029113,1,1,0,93,0,0.0
249.6,0.026,0.001,3.65e-07,1600,0.00767006,0.001042661,1.170781581,1,1,0,93,0,0.0
259.2,0.027,0.001,7.75e-08,1600,0.007617101,0.001041635,1.163842835,1,1,0,93,0,0.0
268.8,0.028,0.001,1.22e-08,1600,0.0075786,0.001040863,1.158819127,1,1,0,93,0,0.0
278.4,0.029,0.001,2.27e-07,1600,0.007550767,0.001040277,1.15521396,1,1,0,93,0,0.0
288.0,0.03,0.001,9.17e-07,1600,0.007530854,0.001039841,1.152650127,1,1,0,93,0,0.0
297.6,0.031,0.001,3.33e-06,1600,0.00751682,0.001039524,1.150852569,1,1,0,93,0,0.0
307.2,0.032,0.001,6.52e-06,1600,0.007510814,0.001039364,1.150109751,1,1,0,93,0,0.0
316.8,0.033,0.001,6.82e-06,1600,0.007519144,0.001039563,1.151165839,1,1,0,93,0,0.0
326.4,0.034,0.001,2.68e-06,1600,0.007538189,0.001040031,1.153561923,1,1,0,93,0,0.0
336.0,0.035,0.001,1.79e-05,1600,0.007511634,0.001039612,1.149961106,1,1,0,93,0,0.0
345.6,0.036,0.001,2.11e-05,1600,0.007345296,0.001036248,1.128146874,1,1,0,93,0,0.0
355.2,0.037,0.001,3.29e-06,1600,0.007118328,0.001031119,1.09872592,1,1,0,93,0,0.0
364.8,0.038,0.001,1.19e-05,1600,0.006972405,0.00102786,1.079614363,1,1,0,93,0,0.0
374.4,0.039,0.001,1.92e-05,1600,0.006985455,0.001028352,1.081117833,1,1,0,93,0,0.0
384.0,0.04,0.001,1.77e-05,1600,0.00716415,0.001032523,1.104295407,1,1,0,93,0,0.0
393.6,0.041,0.001,1.3e-05,1600,0.007420828,0.001037897,1.137937165,1,1,0,93,0,0.0
403.2,0.042,0.001,8.52e-06,1600,0.00762261,0.001041426,1.164917805,1,1,0,93,0,0.0
412.8,0.043,0.001,4.42e-06,1600,0.00763983,0.001041362,1.167621252,1,1,0,93,0,0.0
422.4,0.044,0.001,1.72e-06,1600,0.007543264,0.001039596,1.154821274,1,1,0,93,0,0.0
432.0,0.045,0.001,4.31e-07,1600,0.007445037,0.001037703,1.141862307,1,1,0,93,0,0.0
441.6,0.046,0.001,7.02e-08,1600,0.007374912,0.001036272,1.132669038,1,1,0,93,0,0.0
451.2,0.047,0.001,7.14e-08,1600,0.007328579,0.001035253,1.126661244,1,1,0,93,0,0.0
460.8,0.048,0.001,1.08e-06,1600,0.007294838,0.001034543,1.122243625,1,1,0,93,0,0.0
470.4,0.049,0.001,3.83e-06,1600,0.007271427,0.001033969,1.119263117,1,1,0,93,0,0.0
480.0,0.05,0.001,1.09e-05,1600,0.007256829,0.00103363,1.117383087,1,1,0,93,0,0.0
489.6,0.051,0.001,1.95e-05,1600,0.007254516,0.0010335,1.11716709,1,1,0,93,0,0.0
499.2,0.052,0.001,1.85e-05,1600,0.007282495,0.001034199,1.120718059,1,1,0,93,0,0.0
508.8,0.053,0.001,1.71e-07,1600,0.007308216,0.001034938,1.123873326,1,1,0,93,0,0.0
518.4,0.054,0.001,2.1e-05,1600,0.007209172,0.001032954,1.110771196,1,1,0,93,0,0.0
528.0,0.055,0.001,1.33e-05,1600,0.006923641,0.00102651,1.07347376,1,1,0,93,0,0.0
537.6,0.056,0.001,1.65e-05,1600,0.006629226,0.001019397,1.034998378,1,1,0,93,0,0.0
547.2,0.057,0.001,3.14e-05,1600,0.006509219,0.001017126,1.018530774,1,1,0,93,0,0.0
556.8,0.058,0.001,2.55e-05,1600,0.006623103,0.001020814,1.03260716,1,1,0,93,0,0.0
566.4,0.059,0.001,9.49e-06,1600,0.006916914,0.001028085,1.070787474,1,1,0,93,0,0.0
576.0,0.06,0.001,1.04e-07,1600,0.007265759,0.001035163,1.117101006,1,1,0,93,0,0.0
585.6,0.061,0.001,2.07e-06,1600,0.007491691,0.001038578,1.148050796,1,1,0,93,0,0.0
595.2,0.062,0.001,2.36e-06,1600,0.007468016,0.001037565,1.145539282,1,1,0,93,0,0.0
604.8,0.063,0.001,7.93e-07,1600,0.007332255,0.001034874,1.127639468,1,1,0,93,0,0.0
614.4,0.064,0.001,9.42e-07,1600,0.007210722,0.001032356,1.111653054,1,1,0,93,0,0.0
624.0,0.065,0.001,6.81e-07,1600,0.00712635,0.001030466,1.100661428,1,1,0,93,0,0.0
633.6,0.066,0.001,6.67e-07,1600,0.007070117,0.001029186,1.093334219,1,1,0,93,0,0.0
643.2,0.067,0.001,3.99e-06,1600,0.007031653,0.001028312,1.088310501,1,1,0,93,0,0.0
652.8,0.068,0.001,1.2e-05,1600,0.007001483,0.001027544,1.084450977,1,1,0,93,0,0.0
662.4,0.069,0.001,2.84e-05,1600,0.006981205,0.001026999,1.081883237,1,1,0,93,0,0.0
672.0,0.07,0.001,4.26e-05,1600,0.00699294,0.001027209,1.083480967,1,1,0,93,0,0.0
681.6,0.071,0.001,3.96e-05,1600,0.007038667,0.001028485,1.089212943,1,1,0,93,0,0.0
691.2,0.072,0.001,1.31e-05,1600,0.007048678,0.001028943,1.090276354,1,1,0,93,0,0.0
700.8,0.073,0.001,2.32e-06,1600,0.006838738,0.001024212,1.062688709,1,1,0,93,0,0.0
710.4,0.074,0.001,1.85e-05,1600,0.006453223,0.00101466,1.012223076,1,1,0,93,0,0.0
720.0,0.075,0.001,3.82e-05,1600,0.00616622,0.001007777,0.973810607,1,1,0,93,0,0.0
729.6,0.076,0.001,3.42e-05,1600,0.006115425,0.001008296,0.965291935,1,1,0,93,0,0.0
739.2,0.077,0.001,1.01e-05,1600,0.006321326,0.00101512,0.991084656,1,1,0,93,0,0.0
748.8,0.078,0.001,1.62e-05,1600,0.006711671,0.001025115,1.04202527,1,1,0,93,0,0.0
758.4,0.079,0.001,2.22e-05,1600,0.007136525,0.001033189,1.099327412,1,1,0,93,0,0.0
768.0,0.08,0.001,7.02e-06,1600,0.007355212,0.001035659,1.130312335,1,1,0,93,0,0.0
777.6,0.081,0.001,7.92e-07,1600,0.007273717,0.001033339,1.120298373,1,1,0,93,0,0.0
787.2,0.082,0.001,1.12e-06,1600,0.007095688,0.001029587,1.096861108,1,1,0,93,0,0.0
796.8,0.083,0.001,2.61e-06,1600,0.006956484,0.001026486,1.078591268,1,1,0,93,0,0.0
806.4,0.084,0.001,1.04e-06,1600,0.006860721,0.001024123,1.066197772,1,1,0,93,0,0.0
816.0,0.085,0.001,2.85e-06,1600,0.00679928,0.001022553,1.058271407,1,1,0,93,0,0.0
825.6,0.086,0.001,9.32e-06,1600,0.006757428,0.00102145,1.052893513,1,1,0,93,0,0.0
835.2,0.087,0.001,2.71e-05,1600,0.006717067,0.001020409,1.047672641,1,1,0,93,0,0.0
844.8,0.088,0.001,5.54e-05,1600,0.006698055,0.001019758,1.045373551,1,1,0,93,0,0.0
854.4,0.089,0.001,7.63e-05,1600,0.006728497,0.001020542,1.049318906,1,1,0,93,0,0.0
864.0,0.09,0.001,6.73e-05,1600,0.006795635,0.001022503,1.057756129,1,1,0,93,0,0.0
873.6,0.091,0.001,2.4e-05,1600,0.006766257,0.001022033,1.053667731,1,1,0,93,0,0.0
883.2,0.092,0.001,1.62e-05,1600,0.006440427,0.001013898,1.010975512,1,1,0,93,0,0.0
892.8,0.093,0.001,3.95e-05,1600,0.00602118,0.001002974,0.955459042,1,1,0,93,0,0.0
902.4,0.094,0.001,4.16e-05,1600,0.005754088,0.000997222,0.918342304,1,1,0,93,0,0.0
912.0,0.095,0.001,4.14e-05,1600,0.005749074,0.001000139,0.914866614,1,1,0,93,0,0.0
921.6,0.096,0.001,9.89e-06,1600,0.006010523,0.001009407,0.947689962,1,1,0,93,0,0.0
931.2,0.097,0.001,2.9e-05,1600,0.00647842,0.001021491,1.00937993,1,1,0,93,0,0.0
