T,CL,CD,Lift(N),Drag(N),Vinf,alpha(eff),vVehicle_x,vVehicle_y,vVehicle_z,phi,theta,psi 
0.004151013513513513,-0.04959167006506572,0.0025666314325461285,-0.34766324681800037,0.01799341333037117,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.005534684684684685,-0.04873724223068388,0.0025799433022666105,-0.3416732659465532,0.018086736419554675,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.006918355855855856,-0.051381691728223856,0.0025827440041276215,-0.36021222414567666,0.018106370787606622,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.008302027027027026,-0.05406257058849058,0.0025904329562887528,-0.3790065710120597,0.018160274317563566,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.009685698198198197,-0.056634720867784503,0.0025948789115685356,-0.3970386743114622,0.01819144276270262,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.011069369369369367,-0.058922515349546296,0.002597147191563573,-0.4130772964538108,0.018207344578203735,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.012453040540540538,-0.061042387015981796,0.0025976077396861314,-0.42793869284202446,0.018210573258653388,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.013836711711711708,-0.06291100898676766,0.002597195723527171,-0.44103869896374814,0.018207684812360337,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.015220382882882879,-0.06469029441484578,0.0025963676297185334,-0.45351240973271373,0.018201879446624457,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.01660405405405405,-0.06627734048967732,0.002595211972003846,-0.4646384232446961,0.01819377768855155,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.01798772522522522,-0.06773474591075086,0.002593133299752706,-0.47485558874760814,0.018179205121365293,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.01937139639639639,-0.06909644568812201,0.0025908770965187037,-0.4844018082068655,0.018163387970202904,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.02075506756756756,-0.07034369087750898,0.0025884995016035323,-0.4931456418295582,0.018146719800594138,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.02213873873873873,-0.07145939982845852,0.0025856090905256274,-0.500967338414531,0.018126456524550708,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.023522409909909902,-0.07251685205061476,0.002582466448692338,-0.5083806252110312,0.018104424980504824,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.024906081081081072,-0.07356102928051543,0.0025792996416137215,-0.5157008474484432,0.01808222402559539,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.026289752252252243,-0.0745524512096709,0.002576292159608565,-0.5226512277523234,0.018061140021824445,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.027673423423423413,-0.07565736641522859,0.002573187929069233,-0.5303972546015657,0.018039377760808432,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.029057094594594584,-0.07646506400161239,0.002570141299413575,-0.5360596322742843,0.018018019311767528,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.030440765765765754,-0.0773917159558733,0.002566010398390312,-0.5425559415670729,0.017989059559854616,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.03182443693693693,-0.07819513539941181,0.0025629905055649382,-0.5481883272465798,0.01796788854981736,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.0332081081081081,-0.07899375246273925,0.002559387257976499,-0.5537870457579022,0.01794262792128756,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.03459177927927927,-0.0796771862521373,0.00255611062804417,-0.558578269967442,0.017919657051393485,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.03597545045045044,-0.0804465059284266,0.0025513976358676324,-0.5639715986484239,0.017886616539545968,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.03735912162162161,-0.0811068563989667,0.0025482959196027515,-0.568600996858336,0.017864871904893782,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.03874279279279278,-0.08186846881469462,0.0025439897729783558,-0.5739402936580095,0.017834683590712237,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.04012646396396395,-0.0824660178907897,0.0025411603425387255,-0.5781294216235678,0.017814847820471044,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.04151013513513512,-0.0830896544914195,0.0025378418838925385,-0.5825014366237692,0.01779158370966673,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.04289380630630629,-0.08358280019284113,0.002536452742119473,-0.5859586429547041,0.01778184510762972,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.04427747747747746,-0.08403547644312467,0.0025331523070765685,-0.5891321375098277,0.017758707351602898,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.04566114864864863,-0.08452120383907018,0.002530552476826149,-0.5925373376839962,0.017740481197394933,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
0.047044819819819804,-0.0849107982583364,0.002528025073104825,-0.5952685959894043,0.017722762790601563,11.100000000000007,-0.8,0.0,0.0,0.0,0.0,0.0,0.0
