ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.001643655,0,1014,0.002083264,0.000952047,0.000348262,0.001,-1.9,-1.8,89.5,0,10.9
10,0.001643655,0.001643655,1.94E-07,1014,0.002066174,0.000951862,0.000345472,0.001,-1.9,-1.8,89.5,0,10.9
20,0.003287311,0.001643655,0.000224485,1014,0.002233013,0.001003277,0.000354234,0.001,-1.9,-1.8,89.5,0,10.9
30,0.004930966,0.001643655,0.000385747,1014,0.003004848,0.001163751,0.000410944,0.001,-1.9,-1.8,89.5,0,10.9
40,0.006574622,0.001643655,0.000516165,1014,0.003651004,0.001377238,0.000421913,0.001,-1.9,-1.8,89.5,0,10.9
50,0.008218277,0.001643655,0.00057855,1014,0.004548102,0.00161767,0.000447466,0.001,-1.9,-1.8,89.5,0,10.9
60,0.009861933,0.001643655,0.000556172,1014,0.005573488,0.001858403,0.000477317,0.001,-1.9,-1.8,89.5,0,10.9
70,0.011505588,0.001643655,0.00044716,1014,0.006466803,0.002074442,0.000496145,0.001,-1.9,-1.8,89.5,0,10.9
80,0.013149244,0.001643655,0.000258125,1014,0.007084813,0.002247617,0.000501679,0.001,-1.9,-1.8,89.5,0,10.9
90,0.014792899,0.001643655,8.28E-19,1014,0.00741831,0.002362731,0.000499702,0.001,-1.9,-1.8,89.5,0,10.9
100,0.016436555,0.001643655,0.000302169,1014,0.007497387,0.002409368,0.000495253,0.001,-1.9,-1.8,89.5,0,10.9
110,0.01808021,0.001643655,0.000607794,1014,0.007394235,0.002382375,0.000493973,0.001,-1.9,-1.8,89.5,0,10.9
120,0.019723866,0.001643655,0.000868833,1014,0.007225613,0.002279464,0.000504501,0.001,-1.9,-1.8,89.5,0,10.9
130,0.021367521,0.001643655,0.001037531,1014,0.006928879,0.002106477,0.000523512,0.001,-1.9,-1.8,89.5,0,10.9
140,0.023011177,0.001643655,0.001093986,1014,0.006282222,0.001882589,0.000531102,0.001,-1.9,-1.8,89.5,0,10.9
150,0.024654832,0.001643655,0.001048783,1014,0.005288639,0.001631321,0.00051597,0.001,-1.9,-1.8,89.5,0,10.9
160,0.026298488,0.001643655,0.000898335,1014,0.004196244,0.001379688,0.000484061,0.001,-1.9,-1.8,89.5,0,10.9
170,0.027942143,0.001643655,0.00065777,1014,0.003121507,0.001153094,0.000430844,0.001,-1.9,-1.8,89.5,0,10.9
180,0.029585799,0.001643655,0.00040352,1014,0.001961646,0.000983292,0.000317511,0.001,-1.9,-1.8,89.5,0,10.9
190,0.031229454,0.001643655,0.000101679,1014,0.001320633,0.000915974,0.000229466,0.001,-1.9,-1.8,89.5,0,10.9
200,0.03287311,0.001643655,0.000467062,1014,0.00316118,0.001028076,0.000489378,0.001,-1.9,-1.8,89.5,0,10.9
210,0.034516765,0.001643655,0.001177737,1014,0.006289618,0.001231276,0.000812997,0.001,-1.9,-1.8,89.5,0,10.9
220,0.036160421,0.001643655,0.001445775,1014,0.007990893,0.001460265,0.000870931,0.001,-1.9,-1.8,89.5,0,10.9
230,0.037804076,0.001643655,0.001258658,1014,0.008323143,0.001698411,0.000779946,0.001,-1.9,-1.8,89.5,0,10.9
240,0.039447732,0.001643655,0.000970421,1014,0.008540368,0.001926485,0.000705555,0.001,-1.9,-1.8,89.5,0,10.9
250,0.041091387,0.001643655,0.000677062,1014,0.009005415,0.002127297,0.000673745,0.001,-1.9,-1.8,89.5,0,10.9
260,0.042735043,0.001643655,0.000351985,1014,0.009465285,0.002282926,0.000659876,0.001,-1.9,-1.8,89.5,0,10.9
270,0.044378698,0.001643655,5.59E-18,1014,0.009741645,0.002380237,0.000651377,0.001,-1.9,-1.8,89.5,0,10.9
280,0.046022354,0.001643655,0.000351431,1014,0.009721676,0.002408794,0.000642335,0.001,-1.9,-1.8,89.5,0,10.9
290,0.047666009,0.001643655,0.000665633,1014,0.009391233,0.002368179,0.000631144,0.001,-1.9,-1.8,89.5,0,10.9
300,0.049309665,0.001643655,0.000908111,1014,0.00877962,0.002258971,0.000618565,0.001,-1.9,-1.8,89.5,0,10.9
310,0.05095332,0.001643655,0.001053553,1014,0.007859873,0.002090253,0.000598462,0.001,-1.9,-1.8,89.5,0,10.9
320,0.052596976,0.001643655,0.001092016,1014,0.006729265,0.001875516,0.000571041,0.001,-1.9,-1.8,89.5,0,10.9
330,0.054240631,0.001643655,0.001033677,1014,0.00547105,0.001631933,0.000533567,0.001,-1.9,-1.8,89.5,0,10.9
340,0.055884287,0.001643655,0.000910342,1014,0.004089404,0.001375464,0.000473185,0.001,-1.9,-1.8,89.5,0,10.9
350,0.057527942,0.001643655,0.000767126,1014,0.002579085,0.001132985,0.000362295,0.001,-1.9,-1.8,89.5,0,10.9
360,0.059171598,0.001643655,0.000601231,1014,0.001108955,0.000948639,0.000186052,0.001,-1.9,-1.8,89.5,0,10.9
370,0.060815253,0.001643655,0.000424407,1014,-0.000109128,0.000865247,-2.01E-05,0.001,-1.9,-1.8,89.5,0,10.9
380,0.062458909,0.001643655,0.000109055,1014,0.001703396,0.000990291,0.000273762,0.001,-1.9,-1.8,89.5,0,10.9
390,0.064102564,0.001643655,0.00092104,1014,0.005174147,0.001220397,0.000674773,0.001,-1.9,-1.8,89.5,0,10.9
400,0.06574622,0.001643655,0.001312812,1014,0.007375034,0.001456446,0.000805916,0.001,-1.9,-1.8,89.5,0,10.9
