ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.000888415,0,1876,0.010942801,0.001160098,0.001501253,0.001,0.7,0.5,89.4,0,1.7
10,0.000888415,0.000888415,3.57E-07,1876,0.010912878,0.001159497,0.001497924,0.001,0.7,0.5,89.4,0,1.7
20,0.00177683,0.000888415,0.000278239,1876,0.010782446,0.001156781,0.001483496,0.001,0.7,0.5,89.4,0,1.7
30,0.002665245,0.000888415,0.000524949,1876,0.010740044,0.001156246,0.001478345,0.001,0.7,0.5,89.4,0,1.7
40,0.00355366,0.000888415,0.000692304,1876,0.010679303,0.001154724,0.001471922,0.001,0.7,0.5,89.4,0,1.7
50,0.004442075,0.000888415,0.0007488,1876,0.010595455,0.001151912,0.001463931,0.001,0.7,0.5,89.4,0,1.7
60,0.00533049,0.000888415,0.000690905,1876,0.010503704,0.00114849,0.001455577,0.001,0.7,0.5,89.4,0,1.7
70,0.006218905,0.000888415,0.000530774,1876,0.010427829,0.001145933,0.001448287,0.001,0.7,0.5,89.4,0,1.7
80,0.007107321,0.000888415,0.000290326,1876,0.010368048,0.001144126,0.00144226,0.001,0.7,0.5,89.4,0,1.7
90,0.007995736,0.000888415,8.81E-19,1876,0.010326453,0.001143069,0.001437801,0.001,0.7,0.5,89.4,0,1.7
100,0.008884151,0.000888415,0.000306227,1876,0.010300767,0.001142164,0.001435362,0.001,0.7,0.5,89.4,0,1.7
110,0.009772566,0.000888415,0.000592133,1876,0.010269856,0.001140782,0.001432787,0.001,0.7,0.5,89.4,0,1.7
120,0.010660981,0.000888415,0.000822524,1876,0.01025827,0.001139185,0.001433178,0.001,0.7,0.5,89.4,0,1.7
130,0.011549396,0.000888415,0.000968661,1876,0.010241948,0.00113676,0.00143395,0.001,0.7,0.5,89.4,0,1.7
140,0.012437811,0.000888415,0.000983301,1876,0.010245291,0.001134088,0.001437798,0.001,0.7,0.5,89.4,0,1.7
150,0.013326226,0.000888415,0.000865053,1876,0.010237156,0.001130531,0.001441175,0.001,0.7,0.5,89.4,0,1.7
160,0.014214641,0.000888415,0.000609532,1876,0.010234972,0.001125949,0.001446732,0.001,0.7,0.5,89.4,0,1.7
170,0.015103056,0.000888415,0.000185481,1876,0.0102338,0.001120714,0.001453323,0.001,0.7,0.5,89.4,0,1.7
180,0.015991471,0.000888415,0.000370962,1876,0.01024277,0.001115727,0.001461098,0.001,0.7,0.5,89.4,0,1.7
190,0.016879886,0.000888415,0.000970165,1876,0.010272129,0.001111353,0.001471054,0.001,0.7,0.5,89.4,0,1.7
200,0.017768301,0.000888415,0.001512757,1876,0.010347908,0.001107581,0.001486952,0.001,0.7,0.5,89.4,0,1.7
210,0.018656716,0.000888415,0.001901836,1876,0.010402783,0.001104758,0.001498658,0.001,0.7,0.5,89.4,0,1.7
220,0.019545131,0.000888415,0.002062526,1876,0.010436825,0.001104878,0.001503398,0.001,0.7,0.5,89.4,0,1.7
230,0.020433547,0.000888415,0.001978132,1876,0.010431291,0.001107411,0.001499164,0.001,0.7,0.5,89.4,0,1.7
240,0.021321962,0.000888415,0.001674025,1876,0.010400132,0.001111155,0.00148965,0.001,0.7,0.5,89.4,0,1.7
250,0.022210377,0.000888415,0.001203412,1876,0.010302758,0.001113112,0.001473109,0.001,0.7,0.5,89.4,0,1.7
260,0.023098792,0.000888415,0.000629652,1876,0.010214852,0.001114124,0.001459213,0.001,0.7,0.5,89.4,0,1.7
270,0.023987207,0.000888415,5.82E-18,1876,0.010090842,0.001113248,0.001442632,0.001,0.7,0.5,89.4,0,1.7
280,0.024875622,0.000888415,0.000623372,1876,0.009958087,0.001111848,0.001425446,0.001,0.7,0.5,89.4,0,1.7
290,0.025764037,0.000888415,0.001170866,1876,0.009797908,0.001109834,0.001405062,0.001,0.7,0.5,89.4,0,1.7
300,0.026652452,0.000888415,0.001573191,1876,0.009641344,0.001107198,0.001385902,0.001,0.7,0.5,89.4,0,1.7
310,0.027540867,0.000888415,0.001799156,1876,0.00949371,0.001104374,0.00136817,0.001,0.7,0.5,89.4,0,1.7
320,0.028429282,0.000888415,0.001831745,1876,0.009362782,0.00109965,0.001355098,0.001,0.7,0.5,89.4,0,1.7
330,0.029317697,0.000888415,0.001660854,1876,0.009257646,0.001093422,0.001347513,0.001,0.7,0.5,89.4,0,1.7
340,0.030206112,0.000888415,0.001289454,1876,0.009177949,0.001087014,0.001343788,0.001,0.7,0.5,89.4,0,1.7
350,0.031094527,0.000888415,0.000739919,1876,0.009126264,0.001081793,0.00134267,0.001,0.7,0.5,89.4,0,1.7
360,0.031982942,0.000888415,2.57E-05,1876,0.009186897,0.001078632,0.00135555,0.001,0.7,0.5,89.4,0,1.7
370,0.032871357,0.000888415,0.000841734,1876,0.009458355,0.001079611,0.00139434,0.001,0.7,0.5,89.4,0,1.7
380,0.033759773,0.000888415,0.001689218,1876,0.009866244,0.001082122,0.001451094,0.001,0.7,0.5,89.4,0,1.7
390,0.034648188,0.000888415,0.002369696,1876,0.010336368,0.001085802,0.001515086,0.001,0.7,0.5,89.4,0,1.7
400,0.035536603,0.000888415,0.002707909,1876,0.010757385,0.001090617,0.001569836,0.001,0.7,0.5,89.4,0,1.7
410,0.036425018,0.000888415,0.002669474,1876,0.011061714,0.001099392,0.001601363,0.001,0.7,0.5,89.4,0,1.7
420,0.037313433,0.000888415,0.002257174,1876,0.011153622,0.001108704,0.001601107,0.001,0.7,0.5,89.4,0,1.7
430,0.038201848,0.000888415,0.001605611,1876,0.011000322,0.001107651,0.001580603,0.001,0.7,0.5,89.4,0,1.7
440,0.039090263,0.000888415,0.000836461,1876,0.010681617,0.001101183,0.001543824,0.001,0.7,0.5,89.4,0,1.7
450,0.039978678,0.000888415,1.94E-17,1876,0.010255853,0.001092613,0.001493914,0.001,0.7,0.5,89.4,0,1.7
460,0.040867093,0.000888415,0.000812006,1876,0.009822887,0.001085576,0.001440121,0.001,0.7,0.5,89.4,0,1.7
