ref age (deg),T,DT,PitchingMoment_1,RPM_1,CT_1,CQ_1,eta_1,J,AOA,Pitch (blade),Tilt,Yaw,v_inf
0,0,0.00152207,0,1095,0.003484416,0.001105795,0.000501505,0.001,-0.8,0.8,91.1,0,4.3
10,0.00152207,0.00152207,1.59E-07,1095,0.003376481,0.001105282,0.000486196,0.001,-0.8,0.8,91.1,0,4.3
20,0.00304414,0.00152207,9.11E-05,1095,0.003138665,0.001110872,0.000449677,0.001,-0.8,0.8,91.1,0,4.3
30,0.00456621,0.00152207,0.00016975,1095,0.00294081,0.001132558,0.000413263,0.001,-0.8,0.8,91.1,0,4.3
40,0.00608828,0.00152207,0.000239948,1095,0.002817798,0.001169658,0.000383417,0.001,-0.8,0.8,91.1,0,4.3
50,0.00761035,0.00152207,0.000295006,1095,0.002826465,0.00121782,0.000369386,0.001,-0.8,0.8,91.1,0,4.3
60,0.00913242,0.00152207,0.000307284,1095,0.002947044,0.00127101,0.000369027,0.001,-0.8,0.8,91.1,0,4.3
70,0.01065449,0.00152207,0.000266797,1095,0.003179272,0.001321924,0.000382773,0.001,-0.8,0.8,91.1,0,4.3
80,0.01217656,0.00152207,0.000160954,1095,0.003472015,0.001364471,0.000404983,0.001,-0.8,0.8,91.1,0,4.3
90,0.01369863,0.00152207,6.40E-20,1095,0.003804079,0.001393787,0.000434384,0.001,-0.8,0.8,91.1,0,4.3
100,0.0152207,0.00152207,0.000196889,1095,0.004115356,0.00140623,0.00046577,0.001,-0.8,0.8,91.1,0,4.3
110,0.01674277,0.00152207,0.000403771,1095,0.004461643,0.00140282,0.000506189,0.001,-0.8,0.8,91.1,0,4.3
120,0.01826484,0.00152207,0.000596377,1095,0.004715427,0.001382296,0.000542925,0.001,-0.8,0.8,91.1,0,4.3
130,0.01978691,0.00152207,0.000745085,1095,0.004870414,0.001348002,0.000575037,0.001,-0.8,0.8,91.1,0,4.3
140,0.02130898,0.00152207,0.000837999,1095,0.004934263,0.001303683,0.00060238,0.001,-0.8,0.8,91.1,0,4.3
